,Wi-iPSC-1,Wi-iPSC-2,Wi-iPSC-3,H11-iPSC-1,H11-iPSC-2,H11-iPSC-3
ENSG00000267774,4,2,1,11,3,4
ENSG00000273664,0,0,0,0,1,0
ENSG00000224161,0,0,0,0,0,0
ENSG00000267486,0,0,0,0,0,0
ENSG00000267669,3,1,3,4,9,3
ENSG00000141682,3078,2460,2564,2214,2309,1912
ENSG00000267066,0,0,0,0,0,0
ENSG00000267497,0,0,1,0,0,0
ENSG00000239398,0,0,0,0,0,0
ENSG00000256704,0,0,0,0,0,0
ENSG00000267462,0,0,0,0,1,0
ENSG00000267742,6,3,6,10,6,7
ENSG00000252555,0,0,0,0,0,0
ENSG00000267686,0,0,0,0,0,0
ENSG00000242060,0,3,1,0,2,1
ENSG00000202468,0,0,0,0,0,0
ENSG00000267620,0,0,0,0,0,0
ENSG00000267401,0,0,0,0,0,0
ENSG00000166603,0,3,0,2,0,0
ENSG00000267400,0,0,0,0,0,0
ENSG00000266915,0,0,0,0,0,0
ENSG00000267687,0,0,0,0,0,0
ENSG00000267382,0,0,2,0,0,1
ENSG00000267098,0,0,1,0,0,0
ENSG00000267153,0,0,0,0,0,0
ENSG00000267513,0,0,0,0,0,0
ENSG00000101542,12,8,9,22,8,8
ENSG00000206769,0,0,0,0,0,0
ENSG00000243256,1,2,4,3,5,1
ENSG00000267316,0,0,2,1,4,0
ENSG00000267279,4,3,21,14,51,41
ENSG00000267175,1,0,0,0,0,0
ENSG00000267038,0,0,0,0,0,0
ENSG00000260440,0,0,0,0,0,0
ENSG00000176641,96,18,60,69,54,49
ENSG00000267597,0,0,0,0,0,0
ENSG00000197563,709,391,533,695,541,542
ENSG00000134444,879,433,674,680,617,789
ENSG00000266900,0,0,0,2,0,1
ENSG00000267560,6,2,2,3,3,0
ENSG00000141655,722,366,239,427,306,308
ENSG00000199867,0,0,0,0,0,0
ENSG00000267341,0,0,0,0,0,0
ENSG00000241088,0,0,0,0,0,0
ENSG00000267487,0,0,0,0,0,0
ENSG00000266920,1,2,1,4,1,1
ENSG00000141664,430,260,440,477,399,434
ENSG00000278017,1,2,0,5,3,3
ENSG00000279236,0,0,0,0,0,0
ENSG00000243549,0,0,0,0,0,0
ENSG00000081913,1657,942,1659,1872,1873,2067
ENSG00000206746,0,0,0,0,1,0
ENSG00000171791,82,72,102,152,118,155
ENSG00000267766,0,0,0,0,0,0
ENSG00000283125,0,0,0,0,0,0
ENSG00000119537,715,621,679,809,943,864
ENSG00000267390,12,7,10,6,4,6
ENSG00000119541,1557,740,752,912,804,1005
ENSG00000267430,0,1,0,1,1,0
ENSG00000206075,0,0,4,0,4,0
ENSG00000269989,0,0,0,0,0,0
ENSG00000214318,1,1,1,2,1,1
ENSG00000166634,0,0,0,0,0,1
ENSG00000197641,0,2,0,1,0,1
ENSG00000206073,12,3,48,89,209,201
ENSG00000206072,0,0,0,0,0,0
ENSG00000057149,3,1,9,20,49,60
ENSG00000166396,1,1,0,1,0,2
ENSG00000197632,0,2,1,0,0,0
ENSG00000242550,0,0,0,1,0,0
ENSG00000221887,37,48,12,37,52,25
ENSG00000283667,3,1,10,8,2,2
ENSG00000166401,26,29,14,34,25,22
ENSG00000237314,0,0,0,0,0,0
ENSG00000179676,2,0,1,1,0,0
ENSG00000267134,0,1,0,0,0,0
ENSG00000236392,0,0,0,0,0,0
ENSG00000266952,0,1,0,0,0,0
ENSG00000275448,0,0,0,0,0,0
ENSG00000263863,0,0,0,0,0,0
ENSG00000264131,0,0,0,0,0,0
ENSG00000264232,0,0,0,0,0,0
ENSG00000265217,0,0,0,0,0,0
ENSG00000081138,65,24,12,35,19,22
ENSG00000263720,2,0,0,0,0,0
ENSG00000263622,0,0,0,0,0,0
ENSG00000264685,0,0,0,0,0,0
ENSG00000071991,1,0,0,0,0,0
ENSG00000238680,0,0,0,0,0,0
ENSG00000263354,0,0,0,0,0,0
ENSG00000264054,0,0,0,0,1,0
ENSG00000265936,0,0,1,0,1,0
ENSG00000260578,4,13,36,21,20,17
ENSG00000171451,365,549,690,1034,1371,1085
ENSG00000263424,0,0,0,0,0,0
ENSG00000265533,0,0,1,0,0,0
ENSG00000264040,0,0,0,0,0,0
ENSG00000263594,0,0,0,0,0,0
ENSG00000265472,0,0,0,0,0,0
ENSG00000264104,0,0,0,0,0,0
ENSG00000265555,0,0,0,0,0,0
ENSG00000265240,0,0,0,0,0,0
ENSG00000264634,0,0,0,0,0,0
ENSG00000264869,0,0,0,0,0,0
ENSG00000264699,0,0,0,0,0,0
ENSG00000260747,20,26,11,11,6,13
ENSG00000265425,0,0,0,0,0,0
ENSG00000263355,0,0,0,0,0,0
ENSG00000264697,0,0,0,0,0,0
ENSG00000166479,727,472,731,812,745,628
ENSG00000150636,52,39,28,35,44,24
ENSG00000276092,0,0,0,2,0,0
ENSG00000263637,0,0,0,1,0,0
ENSG00000207072,0,0,2,0,0,0
ENSG00000264444,0,0,0,0,0,0
ENSG00000264472,0,0,0,0,0,1
ENSG00000273584,0,0,1,0,0,0
ENSG00000264236,0,0,0,0,0,0
ENSG00000264705,0,0,0,0,0,0
ENSG00000278532,0,0,0,0,0,2
ENSG00000206052,39,41,24,32,24,34
ENSG00000264845,0,0,0,0,0,0
ENSG00000265643,0,0,0,0,0,0
ENSG00000279221,0,0,0,0,0,0
ENSG00000266840,0,0,0,0,0,0
ENSG00000150637,1,0,5,0,0,3
ENSG00000176225,562,274,471,529,396,410
ENSG00000170677,852,457,645,700,685,725
ENSG00000266258,2,1,1,1,1,2
ENSG00000266304,0,0,0,0,0,1
ENSG00000266278,0,0,0,0,0,0
ENSG00000265698,0,0,0,0,0,0
ENSG00000214255,1,0,0,0,0,0
ENSG00000278971,0,1,0,0,0,1
ENSG00000239748,0,0,0,0,0,0
ENSG00000263417,0,0,0,0,0,0
ENSG00000265781,0,0,0,0,0,0
ENSG00000265639,0,0,0,0,0,0
ENSG00000265484,0,0,0,0,0,0
ENSG00000263733,0,0,0,0,0,0
ENSG00000260676,0,0,0,0,0,0
ENSG00000264388,0,0,0,0,0,0
ENSG00000265946,0,0,0,0,0,0
ENSG00000265352,0,0,0,0,0,0
ENSG00000260457,0,0,0,0,0,0
ENSG00000265995,0,0,0,0,0,0
ENSG00000271313,0,0,0,0,0,0
ENSG00000141668,0,0,0,0,7,1
ENSG00000264315,1,1,0,1,0,0
ENSG00000166342,77,92,150,206,216,309
ENSG00000265579,17,42,42,55,80,59
ENSG00000263750,0,0,0,0,0,0
ENSG00000263958,3,16,9,7,8,10
ENSG00000263711,3,0,1,0,1,2
ENSG00000261780,19,39,156,187,317,223
ENSG00000265380,0,0,0,0,0,0
ENSG00000241866,0,0,0,0,0,0
ENSG00000263655,0,0,0,0,0,0
ENSG00000278902,0,0,0,0,0,0
ENSG00000141665,13,26,3,10,21,7
ENSG00000075336,740,606,662,687,718,809
ENSG00000260569,0,0,0,0,0,0
ENSG00000243856,0,0,0,0,1,0
ENSG00000166347,1199,1633,1189,1407,1833,1371
ENSG00000206043,0,0,0,0,0,0
ENSG00000235297,7,14,8,3,14,14
ENSG00000259779,0,0,0,0,0,0
ENSG00000187773,3,0,0,2,1,1
ENSG00000133313,5514,3764,3282,4996,5063,5423
ENSG00000276934,2,0,0,0,0,0
ENSG00000150656,0,3,2,4,8,0
ENSG00000264340,0,0,0,0,0,0
ENSG00000264247,129,115,99,158,160,159
ENSG00000215421,216,107,130,186,134,194
ENSG00000278607,0,0,0,0,0,0
ENSG00000273669,0,0,0,0,0,0
ENSG00000283452,0,0,0,0,0,0
ENSG00000278911,0,0,0,0,0,0
ENSG00000180011,140,118,106,95,78,63
ENSG00000179981,9,12,10,6,8,6
ENSG00000276993,0,0,0,0,0,0
ENSG00000264116,0,0,0,0,0,0
ENSG00000206026,0,0,0,0,0,0
ENSG00000266774,0,0,0,0,0,0
ENSG00000261194,0,0,0,0,0,0
ENSG00000266460,0,0,0,0,0,0
ENSG00000275827,0,0,0,0,0,0
ENSG00000264108,0,0,0,0,0,0
ENSG00000263547,0,0,0,0,0,0
ENSG00000266743,0,0,0,0,0,0
ENSG00000264260,0,0,0,0,0,0
ENSG00000264595,0,0,0,0,0,0
ENSG00000266014,0,0,0,0,0,0
ENSG00000265717,0,0,0,0,0,0
ENSG00000264212,0,0,0,0,0,0
ENSG00000266614,0,0,0,0,0,0
ENSG00000101493,1296,678,630,852,587,462
ENSG00000263982,0,1,0,2,0,0
ENSG00000280205,0,0,0,0,1,0
ENSG00000265778,32,36,14,23,24,15
ENSG00000275763,16,14,15,16,21,3
ENSG00000263812,0,3,0,0,0,0
ENSG00000266256,3,12,1,3,3,5
ENSG00000266312,0,0,0,0,0,0
ENSG00000276397,0,0,0,0,0,1
ENSG00000265934,0,0,0,0,0,0
ENSG00000265836,0,0,0,0,0,0
ENSG00000265626,0,0,0,0,0,0
ENSG00000264278,32,25,23,21,20,14
ENSG00000252097,0,0,0,0,0,0
ENSG00000278107,2,3,2,5,3,2
ENSG00000130856,456,182,379,401,288,296
ENSG00000244229,0,0,0,0,1,2
ENSG00000275355,0,0,1,0,0,0
ENSG00000265261,0,1,0,0,0,0
ENSG00000266844,1,0,0,0,0,0
ENSG00000197971,351,366,691,947,1136,1182
ENSG00000279811,0,0,0,0,0,0
ENSG00000275178,0,0,0,2,2,0
ENSG00000279433,0,1,1,2,1,0
ENSG00000278330,0,1,6,3,0,2
ENSG00000265844,0,0,2,0,3,1
ENSG00000166573,10,9,193,680,667,665
ENSG00000264015,6,2,8,3,4,1
ENSG00000199392,0,0,0,0,0,0
ENSG00000264736,0,0,0,0,0,0
ENSG00000264693,1,0,1,0,1,0
ENSG00000271702,0,0,0,0,0,0
ENSG00000265843,0,0,0,0,0,0
ENSG00000264334,0,0,0,0,0,0
ENSG00000199728,0,0,0,0,0,0
ENSG00000266213,0,0,0,0,0,0
ENSG00000265644,0,0,0,0,0,0
ENSG00000265378,0,0,0,0,0,0
ENSG00000201723,0,0,0,0,0,0
ENSG00000266273,0,0,0,0,0,0
ENSG00000266586,0,0,0,0,0,0
ENSG00000265101,0,0,0,0,0,0
ENSG00000263146,98,135,56,112,63,36
ENSG00000256463,1876,512,251,646,399,419
ENSG00000166377,595,313,279,472,321,333
ENSG00000279416,0,0,0,0,1,1
ENSG00000267655,43,40,14,26,39,18
ENSG00000279474,0,0,0,1,0,0
ENSG00000267628,0,0,0,0,0,0
ENSG00000267015,0,0,0,1,1,0
ENSG00000279077,1,0,1,1,0,1
ENSG00000131196,327,234,189,286,232,242
ENSG00000279637,6,0,2,8,7,0
ENSG00000275186,0,0,0,0,0,0
ENSG00000279981,0,0,0,0,0,0
ENSG00000279397,0,0,0,0,0,0
ENSG00000267287,0,0,1,0,0,0
ENSG00000267409,0,0,0,0,0,0
ENSG00000178412,0,0,0,0,0,0
ENSG00000274828,17,16,34,26,20,19
ENSG00000060069,1800,972,950,1446,1372,1808
ENSG00000266901,0,0,0,0,0,0
ENSG00000266924,0,1,0,0,1,0
ENSG00000267780,1,0,0,0,0,1
ENSG00000178342,14,16,4,25,19,6
ENSG00000278075,3,0,5,0,2,3
ENSG00000122490,751,643,354,648,682,602
ENSG00000226742,28,28,28,42,45,25
ENSG00000141759,2507,2544,1319,2451,3074,2439
ENSG00000267127,4,8,12,14,17,16
ENSG00000101546,734,538,455,631,689,641
ENSG00000261126,16,6,19,17,10,18
ENSG00000266909,0,0,0,0,2,0
ENSG00000101544,3618,1410,1595,1881,1818,2039
ENSG00000267270,19,21,42,26,35,20
ENSG00000178184,881,466,480,649,658,625
ENSG00000278000,8,16,16,12,15,8
ENSG00000267251,4,15,4,16,11,6
ENSG00000178591,0,0,0,0,0,0
ENSG00000125788,0,0,0,0,0,0
ENSG00000088782,0,0,0,0,0,0
ENSG00000185982,0,0,0,0,0,0
ENSG00000125903,0,0,0,0,0,0
ENSG00000186458,0,0,0,0,0,0
ENSG00000272874,0,0,0,0,0,0
ENSG00000196476,317,488,367,445,445,333
ENSG00000247315,2534,1873,1776,2515,2968,2649
ENSG00000225377,62,56,41,44,50,29
ENSG00000177732,3815,3007,2400,3516,3554,3935
ENSG00000125841,869,655,514,693,854,674
ENSG00000101255,527,719,383,656,855,601
ENSG00000125826,918,829,699,1079,1181,1061
ENSG00000125875,736,469,458,607,696,550
ENSG00000206797,0,0,0,0,0,0
ENSG00000101266,7127,4334,4680,5507,5972,5458
ENSG00000125878,103,200,143,204,326,213
ENSG00000271303,201,73,128,222,163,210
ENSG00000270299,2,5,1,5,1,6
ENSG00000215397,10,6,16,9,11,11
ENSG00000101276,123,121,117,176,188,139
ENSG00000125898,192,241,204,213,286,225
ENSG00000101278,2,4,1,0,2,1
ENSG00000101280,14,11,15,8,10,8
ENSG00000101282,290,223,130,276,210,158
ENSG00000125818,1924,1588,1148,1611,2183,1962
ENSG00000276026,1,0,2,0,2,1
ENSG00000215388,0,0,1,1,0,1
ENSG00000125895,50,68,96,113,95,71
ENSG00000274269,0,0,0,1,0,0
ENSG00000215595,2,3,6,4,4,3
ENSG00000244588,6,3,7,7,6,2
ENSG00000101298,193,115,176,193,231,179
ENSG00000125775,131,130,29,113,89,69
ENSG00000274322,0,1,0,3,2,0
ENSG00000280162,2,0,2,0,2,1
ENSG00000234684,35,21,38,33,24,9
ENSG00000229728,25,9,6,11,11,4
ENSG00000088832,6240,5865,3908,5186,7369,5769
ENSG00000088833,2397,1791,1275,1960,2004,1965
ENSG00000196209,0,0,0,0,0,1
ENSG00000242324,0,0,0,0,0,0
ENSG00000252103,0,0,0,0,0,0
ENSG00000125900,0,0,0,0,0,0
ENSG00000260861,0,0,0,0,0,0
ENSG00000101307,6,2,1,6,2,3
ENSG00000271523,0,0,0,0,0,0
ENSG00000089012,0,0,1,2,1,0
ENSG00000237914,0,0,0,0,0,0
ENSG00000223750,0,0,0,0,0,0
ENSG00000242348,0,0,0,0,0,0
ENSG00000236550,0,0,0,0,0,0
ENSG00000234282,0,0,0,0,0,0
ENSG00000271461,0,0,0,0,0,0
ENSG00000232528,2,0,0,0,0,2
ENSG00000230839,0,0,0,5,1,0
ENSG00000276649,3,2,2,1,4,1
ENSG00000198053,442,238,180,288,257,218
ENSG00000233896,0,0,0,1,1,1
ENSG00000101327,73,23,18,28,27,18
ENSG00000227663,1,0,0,0,0,0
ENSG00000125834,2440,1588,1396,1924,2111,2092
ENSG00000226644,5,10,4,8,20,7
ENSG00000125780,4,1,1,2,0,3
ENSG00000166948,0,0,0,0,0,0
ENSG00000207305,0,0,0,0,0,0
ENSG00000125835,9865,10559,5790,8261,10473,7599
ENSG00000256566,0,0,0,0,2,0
ENSG00000088876,145,72,79,97,110,81
ENSG00000149488,0,0,4,3,2,0
ENSG00000101361,7181,4708,5234,6797,6074,6403
ENSG00000221116,0,0,0,0,0,0
ENSG00000271798,0,1,5,4,0,2
ENSG00000212498,0,0,0,0,0,0
ENSG00000229686,0,0,0,0,0,0
ENSG00000226572,0,0,0,0,0,0
ENSG00000101365,2506,2117,1588,2136,2453,2140
ENSG00000228293,1,0,1,2,0,0
ENSG00000088881,168,81,82,104,51,27
ENSG00000226217,0,0,0,0,0,0
ENSG00000088882,1538,1211,1250,2184,1359,1275
ENSG00000241690,0,0,0,0,0,0
ENSG00000258713,0,0,0,0,0,0
ENSG00000198326,0,0,0,0,0,0
ENSG00000132635,527,578,525,1054,851,446
ENSG00000215305,742,410,451,627,554,475
ENSG00000132670,2485,1362,1518,2108,1653,1682
ENSG00000125787,1,1,5,2,0,2
ENSG00000125901,1921,1730,1339,1622,2052,1974
ENSG00000101405,4,14,0,4,11,1
ENSG00000101200,3,6,5,0,6,4
ENSG00000263905,0,0,0,0,0,0
ENSG00000235958,0,0,3,1,0,0
ENSG00000185019,249,205,225,252,275,260
ENSG00000215251,956,420,489,551,645,747
ENSG00000088899,1488,1022,933,1323,1017,969
ENSG00000198171,1291,1041,738,1075,1168,1092
ENSG00000125877,950,936,659,866,1073,913
ENSG00000088836,477,429,885,1006,874,813
ENSG00000277287,17,18,55,29,28,17
ENSG00000088854,365,152,223,281,163,208
ENSG00000201294,0,1,0,0,1,0
ENSG00000226632,1,1,0,1,0,0
ENSG00000201346,0,0,0,0,0,0
ENSG00000225116,0,0,0,0,0,0
ENSG00000088812,1440,692,995,1410,960,1069
ENSG00000230568,1,3,0,1,0,0
ENSG00000125861,1,2,0,0,0,0
ENSG00000149451,66,66,176,275,96,83
ENSG00000088827,0,1,2,2,0,0
ENSG00000132622,326,190,162,190,186,123
ENSG00000101220,2812,3478,2101,3080,4381,3235
ENSG00000101222,15,17,19,21,30,22
ENSG00000125817,2322,1891,1351,2115,2418,2373
ENSG00000101224,1189,814,697,1135,1107,1190
ENSG00000275491,0,0,0,0,0,0
ENSG00000274949,0,0,0,0,0,0
ENSG00000125843,103,121,58,103,102,88
ENSG00000088888,1831,1461,1486,1784,1748,1664
ENSG00000229539,10,10,11,21,16,27
ENSG00000125779,1074,896,815,1033,989,1046
ENSG00000199024,1,8,1,5,4,3
ENSG00000283320,0,0,0,0,0,0
ENSG00000275582,4,3,70,36,9,2
ENSG00000101236,419,375,356,417,439,459
ENSG00000226608,26,46,12,16,45,26
ENSG00000215063,0,0,0,0,0,0
ENSG00000205300,0,0,0,0,0,0
ENSG00000088826,433,350,315,355,481,435
ENSG00000230176,0,0,0,1,0,0
ENSG00000171873,13,15,23,20,15,10
ENSG00000236387,0,0,0,0,0,0
ENSG00000238282,0,0,0,0,0,0
ENSG00000228210,0,0,0,0,0,0
ENSG00000226948,2,2,2,0,3,4
ENSG00000171867,809,634,775,1004,1022,913
ENSG00000171864,6,0,7,7,3,2
ENSG00000180259,0,0,0,0,0,0
ENSG00000231071,0,0,0,0,0,0
ENSG00000278595,1,0,0,0,1,0
ENSG00000101265,254,182,266,259,281,353
ENSG00000089057,847,454,753,902,739,868
ENSG00000252096,0,0,0,0,0,0
ENSG00000234573,0,0,1,0,0,0
ENSG00000277087,0,0,0,0,0,0
ENSG00000276768,0,2,0,0,0,0
ENSG00000278816,0,2,0,4,0,0
ENSG00000277425,1,1,1,3,2,0
ENSG00000089063,2333,2115,1370,1935,2220,1812
ENSG00000252367,0,0,0,1,1,2
ENSG00000132646,7162,5243,4603,4699,5371,4772
ENSG00000212517,2,2,0,1,0,0
ENSG00000101290,2304,1654,1623,2424,2363,2235
ENSG00000225022,20,12,5,16,17,17
ENSG00000101292,10,7,29,18,7,20
ENSG00000276688,0,0,0,0,0,0
ENSG00000226995,0,0,0,0,0,0
ENSG00000230563,0,0,0,0,0,0
ENSG00000205181,46,20,3,15,13,4
ENSG00000266908,0,0,0,0,0,0
ENSG00000225640,0,0,0,0,0,0
ENSG00000225831,0,0,0,0,0,0
ENSG00000235820,0,0,0,1,0,0
ENSG00000125772,693,304,300,306,166,169
ENSG00000233578,0,0,0,0,0,0
ENSG00000171984,104,78,46,72,69,58
ENSG00000202380,0,0,0,1,0,0
ENSG00000089199,136,81,96,110,96,109
ENSG00000215589,0,0,0,0,0,0
ENSG00000089195,1133,690,589,664,695,801
ENSG00000125885,1369,728,992,1078,897,953
ENSG00000207380,0,0,0,1,0,0
ENSG00000231961,0,0,0,0,0,0
ENSG00000278719,0,0,0,1,0,0
ENSG00000275632,8,61,20,37,38,24
ENSG00000263755,0,0,0,0,0,0
ENSG00000088766,1214,927,844,1055,1148,947
ENSG00000125872,7,10,13,16,22,26
ENSG00000278192,4,6,9,7,10,4
ENSG00000101311,587,354,314,351,365,431
ENSG00000233402,0,0,0,0,0,0
ENSG00000234241,6,2,0,2,5,5
ENSG00000271565,0,0,0,0,0,0
ENSG00000276915,0,0,0,0,0,0
ENSG00000229876,0,4,0,3,0,0
ENSG00000228482,0,2,0,0,0,0
ENSG00000125845,600,220,120,196,148,148
ENSG00000232271,0,0,0,0,0,0
ENSG00000228888,0,0,0,0,0,0
ENSG00000238102,0,0,0,0,0,0
ENSG00000261249,0,0,0,0,0,0
ENSG00000224711,0,0,0,0,0,0
ENSG00000278159,0,0,0,0,0,0
ENSG00000240584,0,0,0,0,0,0
ENSG00000215586,0,0,0,0,0,0
ENSG00000277315,0,0,0,0,0,0
ENSG00000101323,0,1,0,0,0,0
ENSG00000125827,588,342,372,490,430,385
ENSG00000229766,1,1,0,1,1,1
ENSG00000182621,385,216,256,287,265,241
ENSG00000226262,0,0,0,0,0,0
ENSG00000225479,0,0,0,0,0,0
ENSG00000201348,1,0,0,1,0,0
ENSG00000228438,0,0,0,0,0,1
ENSG00000276385,0,0,0,0,0,0
ENSG00000275222,0,0,0,0,0,0
ENSG00000101333,402,208,278,399,294,282
ENSG00000225988,0,0,0,0,0,0
ENSG00000125869,24,17,11,11,4,18
ENSG00000101349,30,21,24,26,23,16
ENSG00000232738,0,0,2,0,0,0
ENSG00000243961,0,0,0,0,0,0
ENSG00000132623,473,306,320,423,364,317
ENSG00000227906,0,0,0,0,0,0
ENSG00000276525,0,0,0,0,0,0
ENSG00000230506,0,0,1,1,0,0
ENSG00000232448,0,0,0,0,0,0
ENSG00000132639,11,23,4,10,13,3
ENSG00000237005,0,0,0,0,0,0
ENSG00000214835,0,0,0,0,0,0
ENSG00000230750,0,1,0,1,0,0
ENSG00000125863,1084,1024,909,1015,1234,1113
ENSG00000149346,245,210,212,218,233,220
ENSG00000235036,1,3,1,1,0,0
ENSG00000101384,1541,557,697,1278,676,675
ENSG00000273745,0,0,0,0,0,0
ENSG00000270792,0,0,0,0,0,0
ENSG00000224961,0,4,0,0,1,0
ENSG00000234900,0,0,0,0,0,0
ENSG00000232900,0,0,0,0,0,0
ENSG00000217809,0,0,0,0,0,0
ENSG00000270777,0,1,0,0,0,0
ENSG00000125899,0,0,0,0,0,0
ENSG00000230990,0,0,0,0,3,0
ENSG00000235544,0,0,0,0,0,0
ENSG00000282478,0,0,5,1,1,1
ENSG00000271397,0,0,0,0,0,0
ENSG00000237256,0,0,0,0,0,0
ENSG00000261411,0,0,0,0,0,0
ENSG00000228422,0,0,0,0,0,0
ENSG00000222281,0,0,0,0,0,0
ENSG00000271298,0,0,0,0,0,0
ENSG00000132640,2442,1172,1029,1404,1383,1237
ENSG00000236526,1,2,2,3,5,2
ENSG00000235292,0,0,0,0,2,0
ENSG00000230437,0,0,0,0,0,0
ENSG00000235698,2,0,3,2,3,0
ENSG00000233048,0,0,0,0,0,0
ENSG00000269931,0,0,0,0,0,0
ENSG00000234265,0,0,0,0,0,0
ENSG00000172296,17,2,2,13,7,4
ENSG00000271426,0,0,0,0,0,0
ENSG00000101230,21,10,27,22,27,22
ENSG00000226263,0,0,0,0,0,0
ENSG00000225956,0,0,0,0,1,0
ENSG00000278153,0,0,0,0,0,0
ENSG00000089123,232,136,180,157,170,189
ENSG00000236811,0,0,0,2,1,1
ENSG00000089048,1683,1481,1301,1269,1753,1324
ENSG00000101247,252,258,275,277,257,205
ENSG00000101251,0,0,0,0,0,0
ENSG00000212247,0,0,0,0,0,0
ENSG00000172264,54,36,51,29,31,19
ENSG00000230935,0,0,0,0,0,0
ENSG00000234187,0,0,0,2,0,1
ENSG00000239923,0,0,0,0,0,0
ENSG00000125848,125,15,14,76,20,24
ENSG00000199570,0,0,0,0,0,1
ENSG00000227563,0,0,0,0,0,0
ENSG00000227927,0,2,0,0,0,0
ENSG00000213950,1,1,0,0,0,0
ENSG00000235914,0,0,0,1,0,0
ENSG00000237832,0,0,0,0,0,0
ENSG00000199803,0,0,0,0,0,0
ENSG00000201180,0,0,0,0,0,0
ENSG00000225181,0,0,0,0,0,0
ENSG00000224274,0,0,0,0,0,0
ENSG00000225622,0,0,0,0,0,0
ENSG00000089177,369,211,238,289,263,291
ENSG00000280240,0,0,0,1,1,0
ENSG00000273998,1,2,2,3,0,3
ENSG00000275728,0,0,0,1,0,0
ENSG00000226229,1,0,1,0,0,0
ENSG00000200494,0,0,0,0,0,0
ENSG00000235208,0,0,0,0,0,0
ENSG00000228809,0,0,0,1,0,0
ENSG00000125870,2019,2015,1627,1709,2280,1952
ENSG00000125879,0,0,0,0,0,2
ENSG00000236985,0,0,0,0,0,0
ENSG00000212165,0,0,0,0,0,0
ENSG00000251955,0,0,0,0,0,0
ENSG00000220540,0,0,0,0,0,0
ENSG00000238833,0,0,0,0,0,0
ENSG00000125851,105,17,43,43,14,29
ENSG00000232241,0,0,0,0,0,0
ENSG00000125864,44,19,18,19,18,19
ENSG00000283253,0,0,0,0,0,0
ENSG00000232333,2,4,4,2,2,1
ENSG00000277373,0,2,4,6,1,2
ENSG00000125868,4909,3860,3894,4065,5196,4255
ENSG00000202260,0,0,1,0,0,0
ENSG00000230495,0,0,0,0,0,0
ENSG00000125844,4034,2591,4210,4999,3506,5086
ENSG00000125888,0,1,1,0,0,0
ENSG00000233625,0,0,0,0,0,0
ENSG00000212555,0,0,0,0,0,0
ENSG00000089006,4505,2985,3371,3261,3452,3122
ENSG00000125850,116,151,105,129,145,150
ENSG00000212232,25,6,26,26,9,18
ENSG00000125871,1789,1231,1371,1497,1791,1627
ENSG00000218902,0,1,0,2,0,0
ENSG00000229262,0,0,0,0,0,0
ENSG00000227343,0,0,1,0,0,0
ENSG00000252597,0,0,0,0,0,0
ENSG00000207282,0,0,0,0,0,0
ENSG00000232838,210,138,145,114,172,153
ENSG00000149474,1074,663,597,918,867,965
ENSG00000232943,0,0,0,0,0,0
ENSG00000266720,0,0,0,0,0,0
ENSG00000252635,0,0,0,0,0,0
ENSG00000125846,447,305,386,378,347,278
ENSG00000199719,0,0,3,1,0,0
ENSG00000237259,1,0,4,0,0,0
ENSG00000230010,0,0,0,0,0,0
ENSG00000237282,0,0,0,0,0,0
ENSG00000089091,277,220,142,207,145,170
ENSG00000236474,0,0,0,0,0,0
ENSG00000132664,515,396,358,393,415,404
ENSG00000265137,0,0,1,1,0,0
ENSG00000225419,0,0,0,0,4,1
ENSG00000089050,633,374,436,479,401,371
ENSG00000214612,9,11,11,7,21,3
ENSG00000101310,2257,1144,1455,1590,1687,1840
ENSG00000232388,654,655,420,528,635,483
ENSG00000125821,1983,1933,1431,1928,2437,1889
ENSG00000243702,0,0,0,0,0,0
ENSG00000221806,0,0,0,0,0,1
ENSG00000232136,0,0,0,0,0,0
ENSG00000233993,1,0,0,0,2,0
ENSG00000233324,0,0,1,1,1,0
ENSG00000179935,10,7,9,10,9,2
ENSG00000273148,15,13,13,11,9,7
ENSG00000149443,0,0,0,0,0,0
ENSG00000132631,0,0,0,0,0,0
ENSG00000274863,0,0,0,0,0,0
ENSG00000185052,217,156,119,222,202,193
ENSG00000235996,1,1,0,0,0,0
ENSG00000179447,0,3,0,0,1,0
ENSG00000232675,0,0,0,0,0,0
ENSG00000268628,0,1,0,1,1,1
ENSG00000233895,3,1,1,3,3,0
ENSG00000236992,1,1,2,4,4,2
ENSG00000275142,0,0,0,0,0,0
ENSG00000132669,24,25,11,19,11,9
ENSG00000173418,726,664,552,682,815,636
ENSG00000101343,1137,659,694,784,780,975
ENSG00000089101,2,6,1,3,7,1
ENSG00000241054,0,0,0,0,0,0
ENSG00000225417,0,0,0,0,0,0
ENSG00000229500,3,1,1,3,1,3
ENSG00000243810,1,0,2,0,0,1
ENSG00000264879,0,0,0,0,0,0
ENSG00000280229,4,6,3,5,8,11
ENSG00000173404,102,136,74,267,348,318
ENSG00000188559,747,393,470,730,438,789
ENSG00000213384,0,0,0,0,0,0
ENSG00000270793,0,0,0,0,0,0
ENSG00000278525,0,0,0,0,0,0
ENSG00000225803,0,0,0,0,0,0
ENSG00000234104,0,0,0,0,0,0
ENSG00000225127,17,23,4,12,7,6
ENSG00000283405,1,0,2,0,0,2
ENSG00000235065,20,42,13,15,27,9
ENSG00000088970,828,622,613,561,532,567
ENSG00000228604,6,0,3,1,2,0
ENSG00000232712,4,1,14,7,3,0
