"Geneid","SK7A-1","SK7A-2","SK7A-3","SK8A-1","SK8A-2","SK8A-3","Wi-1","Wi-2","Wi-3"
"ENSG00000237899",0,2,0,0,0,0,4,3,1
"ENSG00000223905",0,0,0,0,0,2,0,0,0
"ENSG00000227290",0,0,0,0,0,0,0,0,0
"ENSG00000229486",0,0,0,0,0,0,0,0,0
"ENSG00000282898",0,0,0,0,0,0,0,0,0
"ENSG00000285409",0,0,0,0,0,0,0,0,0
"ENSG00000231090",0,0,0,0,0,0,0,0,0
"ENSG00000117528",738,473,403,343,326,570,984,438,430
"ENSG00000271723",0,1,0,0,0,0,0,0,0
"ENSG00000172339",55,72,33,52,34,48,131,57,37
"ENSG00000036549",910,646,766,464,731,729,795,727,518
"ENSG00000287724",2072,640,852,341,1129,1534,1891,793,1073
"ENSG00000058799",442,448,402,349,353,500,508,310,384
"ENSG00000225191",0,0,0,0,0,0,0,0,0
"ENSG00000287870",0,4,0,0,0,0,0,0,0
"ENSG00000235563",0,0,0,0,0,2,0,0,0
"ENSG00000232048",0,0,0,0,0,0,0,0,0
"ENSG00000232857",0,0,0,0,0,2,0,0,0
"ENSG00000273637",0,0,0,0,0,0,0,0,0
"ENSG00000203985",0,0,0,0,0,0,0,0,0
"ENSG00000228838",106,33,95,27,90,74,77,82,75
"ENSG00000283761",6,0,2,3,2,2,3,0,2
"ENSG00000189433",2,2,0,4,8,8,0,0,8
"ENSG00000230759",0,0,0,0,0,0,0,0,0
"ENSG00000231866",0,0,0,0,0,0,0,2,0
"ENSG00000179178",464,456,416,294,445,536,528,502,412
"ENSG00000142700",0,0,0,0,2,0,0,0,0
"ENSG00000285525",0,0,0,0,0,0,0,0,0
"ENSG00000236098",0,0,0,0,0,0,0,0,0
"ENSG00000233514",3,11,0,9,1,3,2,1,1
"ENSG00000127124",12,10,26,4,6,5,14,20,24
"ENSG00000266993",13,8,8,4,13,23,1,13,11
"ENSG00000223675",0,0,0,0,0,0,0,0,0
"ENSG00000162604",148,165,195,159,166,230,184,220,174
"ENSG00000229316",0,0,0,0,0,0,0,0,0
"ENSG00000116171",929,665,687,732,661,877,997,518,630
"ENSG00000287406",3,4,10,2,10,3,7,9,4
"ENSG00000225767",0,0,0,0,0,0,0,0,0
"ENSG00000234099",0,0,0,0,0,0,0,0,0
"ENSG00000137936",250,182,270,142,256,229,242,244,198
"ENSG00000235308",0,0,2,2,2,8,0,0,0
"ENSG00000232752",0,0,0,0,0,0,0,0,0
"ENSG00000235829",0,0,0,0,0,0,0,0,0
"ENSG00000143032",0,0,3,0,0,0,0,0,0
"ENSG00000226745",0,0,0,0,0,0,0,0,0
"ENSG00000178028",812,887,636,681,632,897,695,774,610
"ENSG00000280040",2,0,0,0,0,0,0,0,0
"ENSG00000168710",2790,1880,2832,1378,2088,2696,4012,2295,2262
"ENSG00000117519",4924,4180,3633,2894,2549,3824,4793,2478,2726
"ENSG00000270507",0,0,0,0,0,0,0,0,0
"ENSG00000238037",0,0,0,0,0,0,0,0,0
"ENSG00000215869",0,0,0,0,0,1,0,0,2
"ENSG00000134215",270,208,154,165,133,206,409,160,182
"ENSG00000227935",0,0,4,0,0,0,0,1,0
"ENSG00000228502",161,110,69,90,72,97,139,61,62
"ENSG00000236268",10,0,0,0,0,4,4,0,0
"ENSG00000271277",0,0,0,0,0,0,0,0,0
"ENSG00000236888",0,0,0,0,0,0,0,0,0
"ENSG00000279778",0,0,0,0,0,0,0,0,0
"ENSG00000230955",74,98,62,105,56,88,89,67,66
"ENSG00000230828",0,0,0,0,0,0,0,0,0
"ENSG00000188641",6,10,13,2,3,6,9,6,2
"ENSG00000152078",40,33,87,43,56,74,59,94,29
"ENSG00000237279",0,0,0,0,0,0,0,0,0
"ENSG00000233359",0,0,0,0,0,0,0,0,0
"ENSG00000237954",0,0,0,0,0,0,0,0,0
"ENSG00000185668",512,417,444,646,371,410,556,415,438
"ENSG00000171492",1250,888,1569,874,1389,982,1479,1325,722
"ENSG00000233129",0,0,0,0,0,0,0,0,0
"ENSG00000170989",33,39,43,17,50,35,67,47,25
"ENSG00000258634",219,213,254,251,201,263,244,198,203
"ENSG00000233557",0,0,0,0,0,0,0,0,0
"ENSG00000237897",0,0,1,0,1,1,0,0,0
"ENSG00000116299",34,26,42,28,60,42,40,44,43
"ENSG00000137962",51,33,72,39,84,79,64,83,50
"ENSG00000227832",0,0,0,0,0,0,0,0,0
"ENSG00000286692",1,0,0,1,4,0,0,0,0
"ENSG00000260464",1,1,8,0,9,9,2,8,1
"ENSG00000237435",0,0,0,0,0,0,0,0,0
"ENSG00000231996",0,0,0,0,0,0,0,0,0
"ENSG00000273204",11,7,9,10,5,27,15,8,8
"ENSG00000079739",1314,1011,1580,1412,1836,2815,1954,1544,1818
"ENSG00000117154",458,489,214,417,334,341,613,401,262
"ENSG00000162377",2479,1625,1199,1057,1229,1831,1938,974,1072
"ENSG00000224613",0,0,0,0,0,0,0,0,0
"ENSG00000215871",0,0,0,2,0,0,0,0,0
"ENSG00000287372",0,0,1,0,0,1,0,0,0
"ENSG00000232542",0,0,0,0,0,0,0,0,0
"ENSG00000116774",672,595,1629,1126,871,1305,1279,810,1814
"ENSG00000287756",0,0,0,0,0,0,0,0,0
"ENSG00000284652",0,0,0,0,0,0,0,0,0
"ENSG00000023909",515,397,273,302,298,318,407,364,204
"ENSG00000069702",127,65,70,29,67,75,107,65,55
"ENSG00000232185",0,0,0,0,0,0,0,0,0
"ENSG00000230489",0,0,2,0,0,0,0,0,0
"ENSG00000228399",0,0,1,0,0,0,0,0,0
"ENSG00000236776",0,0,0,0,0,0,0,3,0
"ENSG00000224685",0,0,0,0,0,0,0,0,0
"ENSG00000287076",0,0,0,0,0,0,0,0,0
"ENSG00000237480",0,0,0,0,0,0,0,0,0
"ENSG00000271252",0,0,0,0,0,0,0,0,0
"ENSG00000230427",0,0,0,0,0,0,0,0,0
"ENSG00000235794",0,0,0,0,0,0,0,0,0
"ENSG00000286758",2,0,0,0,0,0,0,0,0
"ENSG00000237337",0,0,0,0,0,0,0,0,0
"ENSG00000233983",0,0,0,0,0,0,0,0,0
"ENSG00000198198",533,363,521,455,568,580,480,656,579
"ENSG00000225183",0,0,0,0,0,1,0,0,0
"ENSG00000230402",0,0,0,0,0,0,0,0,0
"ENSG00000116793",657,453,376,365,400,489,592,278,380
"ENSG00000238122",0,0,0,0,0,0,0,0,0
"ENSG00000260879",9,1,1,1,0,4,0,2,0
"ENSG00000283354",0,0,0,0,0,0,0,0,0
"ENSG00000232918",0,0,0,0,0,0,0,0,0
"ENSG00000236360",108,81,74,88,83,134,128,60,65
"ENSG00000183298",154,126,115,148,67,145,188,72,119
"ENSG00000234332",17,7,0,2,6,2,9,5,2
"ENSG00000117525",54,61,73,150,114,208,88,79,74
"ENSG00000225079",0,0,0,0,0,0,0,0,0
"ENSG00000226483",0,0,0,0,0,0,0,0,0
"ENSG00000224238",0,0,0,0,0,0,0,0,0
"ENSG00000229537",0,0,0,0,0,0,0,0,0
"ENSG00000162699",0,0,0,0,0,0,0,0,0
"ENSG00000162692",0,2,19,2,6,5,2,8,12
"ENSG00000203914",0,1,0,0,2,0,0,0,0
"ENSG00000270457",0,3,6,0,0,0,4,0,0
"ENSG00000203858",0,0,0,0,0,0,0,0,0
"ENSG00000231987",0,0,0,0,0,0,0,0,0
"ENSG00000228057",4,6,3,5,7,8,3,5,1
"ENSG00000261593",0,0,0,0,0,0,0,0,0
"ENSG00000224445",0,0,0,0,0,0,0,0,0
"ENSG00000229842",0,0,0,0,0,0,0,0,0
"ENSG00000270631",0,0,0,0,0,0,0,0,0
"ENSG00000229201",0,0,0,0,0,0,0,0,0
"ENSG00000181656",0,2,0,4,5,2,2,2,3
"ENSG00000122481",32,27,18,20,23,24,10,22,22
"ENSG00000198162",750,330,673,306,330,511,663,336,382
"ENSG00000238198",0,0,4,4,1,11,0,8,5
"ENSG00000171517",438,336,374,247,258,340,586,311,191
"ENSG00000228852",4,8,13,2,7,3,4,2,2
"ENSG00000203864",0,0,0,0,0,0,0,0,0
"ENSG00000233482",0,0,0,0,0,0,0,0,0
"ENSG00000230250",0,0,0,0,0,0,0,0,0
"ENSG00000232878",2,2,0,0,0,0,0,0,0
"ENSG00000143079",672,428,493,256,375,474,707,528,339
"ENSG00000232450",10,6,19,11,7,5,4,9,17
"ENSG00000223575",0,0,0,0,0,0,0,0,0
"ENSG00000230768",0,0,0,0,0,1,0,0,0
"ENSG00000235202",0,0,0,0,0,0,0,0,0
"ENSG00000272715",2,0,4,0,2,1,5,2,0
"ENSG00000235038",0,0,0,3,0,0,0,0,0
"ENSG00000143093",881,636,852,424,564,917,702,511,650
"ENSG00000226415",200,240,144,129,155,195,239,83,160
"ENSG00000085491",77,27,12,8,20,11,9,11,0
"ENSG00000173947",70,76,68,60,50,97,92,38,53
"ENSG00000230434",0,0,0,0,0,0,0,0,0
"ENSG00000230718",0,0,0,0,0,0,0,0,0
"ENSG00000134198",337,259,395,196,284,264,418,242,255
"ENSG00000235595",0,0,0,0,0,0,0,0,0
"ENSG00000226053",0,0,0,0,0,0,0,2,0
"ENSG00000226128",0,0,0,0,0,0,0,0,0
"ENSG00000198799",558,379,857,398,715,574,399,763,377
"ENSG00000279513",0,0,0,0,0,0,0,0,0
"ENSG00000117620",289,166,243,249,242,295,295,255,175
"ENSG00000280186",0,0,0,0,0,0,0,0,0
"ENSG00000223906",0,0,0,0,0,0,0,0,0
"ENSG00000162688",855,370,601,330,376,596,853,387,459
"ENSG00000197106",22,6,13,6,16,17,10,14,7
"ENSG00000259946",0,0,0,0,0,0,0,0,0
"ENSG00000236137",6,10,4,7,6,3,0,2,3
"ENSG00000203859",0,0,0,0,0,0,0,0,0
"ENSG00000228086",30,16,8,8,31,13,25,7,16
"ENSG00000213421",0,0,0,0,0,0,0,0,0
"ENSG00000234020",0,0,1,1,0,1,0,0,0
"ENSG00000236804",0,0,0,0,0,0,0,0,0
"ENSG00000231072",0,0,0,0,0,0,0,0,0
"ENSG00000273406",0,0,0,0,0,0,0,0,0
"ENSG00000185946",166,143,269,98,240,236,123,241,132
"ENSG00000162627",523,408,318,269,285,402,553,323,320
"ENSG00000226715",23,35,22,30,13,34,47,29,27
"ENSG00000162695",325,272,277,262,224,297,287,192,181
"ENSG00000265808",790,576,586,573,495,675,916,552,414
"ENSG00000261290",0,0,0,0,0,0,0,0,0
"ENSG00000225923",0,0,0,0,0,0,0,0,0
"ENSG00000134247",802,511,668,511,751,707,883,671,533
"ENSG00000187481",0,0,0,0,0,0,0,0,0
"ENSG00000116752",1262,1223,927,939,764,875,1402,870,684
"ENSG00000162664",1189,995,757,629,882,1060,871,801,667
"ENSG00000236866",0,0,0,0,0,0,0,0,0
"ENSG00000134253",225,189,433,256,368,508,202,249,347
"ENSG00000223416",9,2,5,6,2,2,10,2,5
"ENSG00000179571",0,0,0,0,0,0,0,0,0
"ENSG00000227850",2,1,5,0,5,1,5,2,1
"ENSG00000235777",0,0,0,0,0,0,0,0,0
"ENSG00000173218",602,368,354,255,279,368,608,413,441
"ENSG00000285532",0,0,1,0,0,4,0,3,0
"ENSG00000226755",0,0,0,0,0,0,0,0,0
"ENSG00000232650",9,4,4,6,0,7,0,18,7
"ENSG00000183508",14,14,18,10,6,16,34,12,12
"ENSG00000277095",0,0,0,0,0,0,0,0,0
"ENSG00000234283",0,0,0,2,2,2,0,0,0
"ENSG00000232780",0,0,0,0,0,0,0,0,0
"ENSG00000274927",0,0,0,0,0,0,0,0,0
"ENSG00000264145",0,0,0,0,0,0,0,4,0
"ENSG00000238256",0,0,0,0,0,0,0,0,0
"ENSG00000198765",5,6,0,4,4,4,2,11,2
"ENSG00000224335",0,1,0,0,0,0,0,0,0
"ENSG00000277702",0,0,0,0,1,1,1,2,1
"ENSG00000143398",1544,1001,1398,809,1308,1507,1612,1535,1163
"ENSG00000196505",276,222,186,180,158,237,271,139,165
"ENSG00000223489",0,0,0,0,0,0,0,0,0
"ENSG00000230546",0,0,0,0,0,0,0,0,0
"ENSG00000213262",0,0,0,0,0,0,0,0,0
"ENSG00000287015",0,0,0,0,0,0,0,0,0
"ENSG00000235526",0,0,0,0,0,0,0,0,0
"ENSG00000228347",0,0,0,0,0,0,0,0,0
"ENSG00000236012",0,0,0,0,0,0,0,0,0
"ENSG00000270911",0,0,0,0,0,0,0,0,0
"ENSG00000134200",0,0,0,0,0,0,0,0,0
"ENSG00000065183",2176,1258,1079,766,802,1291,1927,980,672
"ENSG00000227082",0,0,0,0,0,2,2,2,0
"ENSG00000226126",0,0,0,0,0,0,0,0,0
"ENSG00000163393",70,63,128,60,146,102,61,105,77
"ENSG00000163156",654,751,412,672,430,619,692,546,447
"ENSG00000143631",0,0,0,0,0,0,6,0,0
"ENSG00000156150",118,75,135,73,74,108,87,82,87
"ENSG00000228453",0,0,0,0,0,0,0,0,0
"ENSG00000274642",1,0,0,1,0,4,0,3,0
"ENSG00000177551",70,54,40,23,22,4,72,48,18
"ENSG00000197323",1915,1116,1401,1017,1296,1431,1354,1198,931
"ENSG00000237975",0,0,0,0,0,0,4,0,0
"ENSG00000261168",4,6,2,8,2,2,6,0,0
"ENSG00000287980",0,0,1,0,0,0,0,0,0
"ENSG00000229283",0,0,0,0,0,0,0,0,0
"ENSG00000271419",0,0,0,0,0,0,0,0,0
"ENSG00000226172",0,0,0,0,0,0,0,0,0
"ENSG00000079335",234,101,173,126,159,179,205,112,93
"ENSG00000143119",13,1,33,15,14,28,12,25,24
"ENSG00000237278",49,13,51,10,46,38,30,22,18
"ENSG00000233432",0,0,0,0,0,0,0,0,0
"ENSG00000227700",0,0,0,0,0,0,5,0,2
"ENSG00000229911",0,0,0,0,0,0,0,0,0
"ENSG00000143520",0,0,2,0,0,0,0,0,0
"ENSG00000171943",169,141,163,230,191,135,282,266,167
"ENSG00000270719",0,0,0,0,0,0,0,0,0
"ENSG00000155761",153,110,94,104,65,89,157,96,64
"ENSG00000230806",0,0,0,0,0,0,0,0,0
"ENSG00000116830",1748,1053,1457,949,1001,1536,1540,816,1066
"ENSG00000234422",0,0,0,0,0,0,0,0,0
"ENSG00000227056",0,0,0,0,0,0,0,0,0
"ENSG00000227091",0,1,0,0,1,0,0,0,0
"ENSG00000214204",0,0,0,0,0,0,0,0,0
"ENSG00000081026",227,98,221,110,163,191,210,103,158
"ENSG00000225650",0,0,0,0,0,0,0,0,0
"ENSG00000224965",0,0,4,0,0,0,0,0,0
"ENSG00000228127",0,1,6,0,0,1,2,2,2
"ENSG00000226984",0,0,0,0,0,0,0,0,0
"ENSG00000186150",0,2,4,0,8,0,0,6,2
"ENSG00000143458",40,25,61,59,28,52,49,29,45
"ENSG00000230932",0,0,0,0,0,0,0,0,0
"ENSG00000073754",0,0,0,0,0,0,0,0,0
"ENSG00000228826",0,0,2,0,0,0,0,0,0
"ENSG00000233907",0,0,0,0,0,0,0,0,0
"ENSG00000225036",0,0,0,0,0,0,0,0,0
"ENSG00000228420",0,0,1,0,0,0,1,2,0
"ENSG00000233839",0,0,0,0,0,0,0,0,0
"ENSG00000250890",0,0,0,0,0,0,0,0,0
"ENSG00000232240",0,0,0,0,0,0,0,0,0
"ENSG00000230921",0,0,0,0,0,0,0,0,0
"ENSG00000286151",0,0,0,0,0,0,0,0,0
"ENSG00000234388",0,0,0,0,0,0,0,0,0
"ENSG00000271736",0,0,14,0,2,7,2,8,4
"ENSG00000233717",0,0,0,0,1,0,0,0,0
"ENSG00000163155",87,83,138,85,157,124,90,122,81
"ENSG00000241975",4,0,4,1,1,8,0,0,0
"ENSG00000271143",0,4,0,0,0,0,0,0,0
"ENSG00000270976",0,0,0,0,0,0,0,0,0
"ENSG00000228217",3,0,0,0,2,4,8,6,3
"ENSG00000270342",0,0,0,0,0,0,0,0,0
"ENSG00000143552",0,2,3,9,0,4,0,5,9
"ENSG00000175984",107,51,121,67,63,99,119,105,62
"ENSG00000231100",0,0,0,0,0,0,0,0,0
"ENSG00000116824",0,0,0,0,0,0,0,0,0
"ENSG00000235887",0,0,0,0,0,0,0,0,0
"ENSG00000237460",0,0,0,0,0,0,0,0,0
"ENSG00000236887",0,0,0,0,0,0,0,0,0
"ENSG00000024526",1027,586,1121,585,1012,838,983,985,607
"ENSG00000236480",0,0,0,0,0,1,1,2,0
"ENSG00000235756",0,0,0,0,0,0,0,0,0
"ENSG00000173810",0,0,0,0,0,0,0,0,0
"ENSG00000235005",0,0,0,0,0,0,0,0,0
"ENSG00000271890",0,0,0,0,0,0,0,0,0
"ENSG00000227425",0,0,0,0,0,0,0,0,0
"ENSG00000225279",0,0,2,0,3,0,0,0,0
"ENSG00000229101",0,0,0,0,0,0,0,0,0
"ENSG00000239216",0,0,0,0,0,0,0,0,0
"ENSG00000283360",0,0,0,0,0,0,0,0,0
"ENSG00000117262",131,110,106,120,91,128,228,158,150
"ENSG00000227907",0,0,0,0,0,0,0,0,0
"ENSG00000227970",0,0,0,0,0,0,0,0,0
"ENSG00000261055",0,0,0,0,0,0,0,0,0
"ENSG00000231613",0,0,0,0,0,0,0,0,0
"ENSG00000137947",193,250,181,197,144,222,238,204,139
"ENSG00000236689",0,0,0,0,0,0,0,0,0
"ENSG00000233589",134,54,149,39,134,132,117,125,84
"ENSG00000117586",11,13,11,9,15,15,18,8,10
"ENSG00000230946",0,0,2,0,0,0,4,0,0
"ENSG00000226028",0,0,0,0,0,0,0,0,0
"ENSG00000162728",0,0,6,3,6,0,18,4,4
"ENSG00000229021",1,0,0,0,3,4,1,7,4
"ENSG00000203825",0,0,0,0,0,0,0,0,0
"ENSG00000184371",72,41,64,30,62,44,59,118,105
"ENSG00000233449",0,0,0,0,0,0,0,0,0
"ENSG00000242943",0,0,0,0,0,0,0,0,0
"ENSG00000233203",0,0,0,4,0,0,2,0,0
"ENSG00000232499",190,123,102,112,57,154,170,59,102
"ENSG00000232265",11,4,3,0,0,2,11,25,10
"ENSG00000163154",0,3,0,0,4,2,0,0,4
"ENSG00000232995",10,8,9,12,14,28,1,11,9
"ENSG00000238087",0,0,0,0,0,0,0,0,0
"ENSG00000227777",0,3,0,2,0,0,0,0,0
"ENSG00000177173",0,2,4,0,6,3,1,5,2
"ENSG00000238022",0,0,0,0,0,0,0,0,0
"ENSG00000231671",0,0,0,0,0,0,0,0,0
"ENSG00000162729",1898,1886,1763,2066,1245,2065,2056,1478,1682
"ENSG00000143158",640,621,482,497,395,545,745,501,464
"ENSG00000271092",0,2,0,3,2,6,0,1,2
"ENSG00000238118",0,0,0,0,0,0,0,0,0
"ENSG00000276118",0,0,0,0,0,0,0,0,0
"ENSG00000232148",0,0,0,0,0,0,0,0,0
"ENSG00000278811",107,44,98,49,95,107,124,67,62
"ENSG00000000460",535,490,391,349,355,421,618,344,294
"ENSG00000188859",80,45,63,40,71,63,48,84,39
"ENSG00000275075",0,0,0,0,0,0,0,0,0
"ENSG00000135862",5375,2560,4314,2477,4400,5332,6156,4265,4085
"ENSG00000232952",19,16,10,15,11,12,15,8,17
"ENSG00000227722",0,0,0,0,0,0,0,0,0
"ENSG00000285922",0,2,1,2,0,1,0,0,0
"ENSG00000275801",0,0,0,0,0,0,0,0,0
"ENSG00000143198",766,1020,669,997,613,991,1088,583,658
"ENSG00000143318",21,10,6,16,18,26,19,14,17
"ENSG00000232188",0,0,0,6,0,0,0,0,0
"ENSG00000232212",0,0,0,0,0,0,0,0,0
"ENSG00000143621",8362,8592,5029,4650,3929,6864,9882,3825,4955
"ENSG00000241042",4,0,2,2,1,4,3,3,0
"ENSG00000143155",593,487,509,532,505,528,659,467,379
"ENSG00000260322",0,0,0,0,0,0,0,0,0
"ENSG00000223495",0,0,0,0,0,0,0,0,0
"ENSG00000143156",516,442,320,313,231,356,578,339,291
"ENSG00000198771",14,11,16,20,5,11,9,2,5
"ENSG00000225462",7,6,3,6,3,1,13,4,7
"ENSG00000237756",0,0,0,0,0,0,0,0,0
"ENSG00000116147",2,0,4,2,0,0,0,0,4
"ENSG00000213064",130,328,127,322,120,151,192,181,136
"ENSG00000203307",0,0,0,0,0,0,0,4,0
"ENSG00000143179",2535,2299,1529,1424,1179,1614,2257,1207,1238
"ENSG00000271187",0,0,0,0,0,0,0,0,0
"ENSG00000274562",0,0,0,0,0,0,0,0,0
"ENSG00000143315",390,309,338,342,352,412,293,347,284
"ENSG00000231175",0,0,0,0,0,0,0,0,0
"ENSG00000143185",0,0,0,0,0,0,0,1,0
"ENSG00000272931",27,42,15,30,25,46,20,21,28
"ENSG00000143190",1300,1361,988,1159,774,1022,937,741,634
"ENSG00000225475",0,0,0,1,0,0,0,0,0
"ENSG00000230898",0,0,0,0,0,0,0,0,0
"ENSG00000232223",0,0,0,0,0,0,0,0,0
"ENSG00000224698",0,0,0,0,0,0,0,0,0
"ENSG00000287697",34,25,24,29,17,20,17,16,15
"ENSG00000075945",87,65,94,78,112,99,87,82,74
"ENSG00000235303",0,0,0,0,0,0,0,0,0
"ENSG00000234810",0,0,0,0,0,0,0,0,0
"ENSG00000224468",3,0,2,0,0,4,0,2,3
"ENSG00000235628",0,0,0,0,0,0,0,0,0
"ENSG00000232551",0,0,0,0,0,0,0,0,0
"ENSG00000092607",5,4,0,2,7,4,0,4,0
"ENSG00000238270",0,0,0,0,0,0,0,0,0
"ENSG00000285894",0,0,0,0,0,0,0,0,0
"ENSG00000236025",0,0,0,0,0,0,0,0,0
"ENSG00000230687",0,0,0,0,0,0,0,0,0
"ENSG00000230704",0,0,0,0,0,0,0,0,0
"ENSG00000283255",0,0,0,0,0,0,0,0,0
"ENSG00000227741",314,211,207,157,234,215,306,275,209
"ENSG00000237049",0,0,0,0,0,0,0,0,0
"ENSG00000286754",0,0,0,0,0,0,0,0,0
"ENSG00000232751",0,0,0,0,0,0,0,0,0
"ENSG00000236364",659,580,439,355,363,441,642,342,363
"ENSG00000117091",2,1,7,8,5,11,3,2,12
"ENSG00000235378",0,0,0,0,0,0,0,0,0
"ENSG00000143171",0,0,2,0,0,0,1,0,0
"ENSG00000275767",0,0,0,0,0,0,0,0,0
"ENSG00000224718",0,0,0,0,0,0,0,0,0
"ENSG00000047410",4008,2344,3145,2071,2074,3234,2938,1802,2365
"ENSG00000231992",0,0,0,0,0,0,0,0,0
"ENSG00000018625",1625,904,2535,1078,1698,2269,1874,1310,1977
"ENSG00000171806",225,135,159,102,149,144,172,151,131
"ENSG00000287919",0,0,0,0,0,0,0,2,0
"ENSG00000233882",0,0,0,0,0,0,0,0,0
"ENSG00000198358",17,12,4,22,22,18,21,18,12
"ENSG00000134216",0,0,0,0,0,0,0,0,0
"ENSG00000230748",0,0,0,0,0,0,0,0,0
"ENSG00000254154",0,3,0,0,3,0,0,0,6
"ENSG00000162694",1200,903,989,663,716,1011,1083,794,701
"ENSG00000238108",0,0,0,0,0,0,0,0,0
"ENSG00000214262",14,8,6,6,0,7,11,4,4
"ENSG00000215835",111,95,78,68,57,112,112,71,68
"ENSG00000118197",324,245,274,210,228,306,332,272,249
"ENSG00000135842",968,456,723,236,799,465,676,870,369
"ENSG00000229258",0,0,0,0,0,0,0,0,0
"ENSG00000287472",0,0,0,0,0,0,0,0,0
"ENSG00000241318",0,1,0,0,1,0,0,0,0
"ENSG00000228238",0,0,0,0,0,0,0,0,0
"ENSG00000232393",0,0,0,0,0,0,0,0,0
"ENSG00000184155",0,0,0,0,0,0,0,0,0
"ENSG00000058085",327,164,351,199,440,280,375,731,249
"ENSG00000260088",1,0,5,4,6,1,0,2,0
"ENSG00000116815",98,99,54,37,51,79,71,47,49
"ENSG00000232917",3,1,0,4,1,0,2,1,4
"ENSG00000233057",0,0,0,0,0,0,0,2,0
"ENSG00000237131",0,0,0,0,0,0,0,0,0
"ENSG00000233946",0,0,0,0,0,0,0,0,0
"ENSG00000143167",7,8,17,2,10,3,4,24,4
"ENSG00000143184",2,2,6,10,2,0,0,2,2
"ENSG00000260976",0,0,0,0,2,0,0,0,0
"ENSG00000235215",1,0,1,1,11,5,5,10,4
"ENSG00000224691",0,0,3,0,0,1,0,1,0
"ENSG00000286572",0,0,2,0,1,0,0,2,0
"ENSG00000235101",0,0,0,0,0,0,0,0,0
"ENSG00000228215",0,0,0,0,0,0,0,0,0
"ENSG00000177807",17,16,38,40,17,57,36,28,51
"ENSG00000233626",0,0,0,0,4,0,0,0,0
"ENSG00000233691",0,0,0,0,0,0,0,0,0
"ENSG00000283518",0,0,0,0,0,0,0,0,0
"ENSG00000271527",0,0,0,0,0,0,0,0,0
"ENSG00000143228",470,457,482,576,396,514,530,451,444
"ENSG00000235827",0,0,0,0,0,0,0,0,0
"ENSG00000231615",0,0,0,2,0,0,0,0,0
"ENSG00000231714",0,0,0,0,0,0,0,1,0
"ENSG00000174514",15,14,22,7,5,13,10,18,13
"ENSG00000143178",7,4,11,11,10,15,11,8,21
"ENSG00000224837",137,149,81,91,97,103,139,91,80
"ENSG00000116833",153,144,50,77,99,181,336,242,35
"ENSG00000227740",6,2,0,0,0,3,0,1,0
"ENSG00000260990",0,0,0,0,0,0,0,0,0
"ENSG00000000457",244,256,191,209,196,225,253,240,161
"ENSG00000143507",12,6,17,32,20,20,10,35,44
"ENSG00000285638",0,0,0,0,0,0,0,0,0
"ENSG00000284592",0,0,0,0,0,0,0,0,0
"ENSG00000230987",0,0,0,0,0,0,0,0,0
"ENSG00000232527",2,2,2,0,0,0,0,0,0
"ENSG00000215833",0,0,0,0,0,0,0,0,0
"ENSG00000228167",0,0,0,0,0,0,0,0,0
"ENSG00000225325",0,0,0,0,0,0,0,0,0
"ENSG00000223344",0,0,0,0,0,0,0,0,0
"ENSG00000150732",0,0,0,0,0,0,0,0,0
"ENSG00000157064",460,316,416,177,335,459,522,332,330
"ENSG00000288139",0,0,0,0,0,0,0,0,0
"ENSG00000215808",34,16,30,27,22,15,76,204,113
"ENSG00000059588",699,551,808,326,508,581,468,573,618
"ENSG00000237379",0,0,0,0,0,4,0,0,0
"ENSG00000232959",3,3,3,8,5,5,8,2,1
"ENSG00000122224",0,0,0,0,0,0,0,0,0
"ENSG00000162782",0,0,0,0,0,0,10,0,0
"ENSG00000238051",0,0,0,0,0,0,0,0,0
"ENSG00000233196",0,0,0,0,0,0,0,0,0
"ENSG00000229220",0,0,0,0,0,0,4,2,0
"ENSG00000143653",553,557,452,473,476,546,718,428,449
"ENSG00000158711",423,401,637,250,307,336,311,374,267
"ENSG00000227747",0,0,0,0,0,0,0,0,0
"ENSG00000228081",0,0,0,0,0,0,0,0,0
"ENSG00000228020",0,0,0,0,0,0,0,0,0
"ENSG00000234975",0,0,0,0,1,0,0,0,1
"ENSG00000162851",681,674,294,305,302,392,604,361,297
"ENSG00000271427",1,6,2,2,4,0,0,0,0
"ENSG00000143353",225,234,283,229,173,190,216,258,199
"ENSG00000197965",1741,1432,1605,1117,1357,1412,2031,1523,1123
"ENSG00000143493",571,339,429,306,366,468,477,450,295
"ENSG00000230777",0,2,0,0,0,0,0,0,2
"ENSG00000179397",9,0,3,0,1,1,7,6,10
"ENSG00000224540",0,0,0,0,0,0,0,0,0
"ENSG00000117592",6294,6196,4028,5904,3636,6006,7430,4343,4297
"ENSG00000186197",85,53,51,35,57,65,104,55,43
"ENSG00000229067",0,0,0,0,0,0,1,0,0
"ENSG00000230231",0,0,0,0,0,0,0,0,0
"ENSG00000227711",0,0,0,0,0,0,0,0,0
"ENSG00000261182",0,0,0,0,0,0,0,0,0
"ENSG00000228879",0,0,0,0,0,0,0,0,0
"ENSG00000227925",0,0,0,0,0,0,0,1,0
"ENSG00000162670",4,2,0,4,0,0,2,0,4
"ENSG00000225712",0,0,0,0,0,0,0,0,0
"ENSG00000162761",0,0,3,2,0,0,0,0,0
"ENSG00000143199",5,9,2,7,0,4,5,6,2
