Geneid,SK7A-SGN-1,SK7A-SGN-2,SK7A-SGN-3,SK7AC48-SGN-1,SK7AC48-SGN-2,SK7AC48-SGN-3,SK8A-SGN-1,SK8A-SGN-2,SK8A-SGN-3
ENSG00000231090,0,0,0,0,0,8,1,5,0
ENSG00000117528,1298,1519,1368,1038,1142,999,751,1509,1459
ENSG00000271723,0,0,0,0,0,2,0,0,0
ENSG00000172339,218,307,181,261,165,186,180,168,255
ENSG00000036549,1199,1373,819,815,1033,854,492,945,1152
ENSG00000287724,1313,1987,1187,1029,1120,1597,536,730,1169
ENSG00000058799,655,826,426,634,560,649,763,821,896
ENSG00000225191,0,0,0,0,0,0,0,0,0
ENSG00000287870,0,4,0,0,4,0,0,6,2
ENSG00000235563,2,0,3,0,0,0,4,0,0
ENSG00000232048,0,0,0,0,0,0,0,0,0
ENSG00000232857,0,0,0,0,0,0,0,0,0
ENSG00000273637,0,0,0,0,0,0,0,0,0
ENSG00000203985,0,4,0,0,2,0,0,0,0
ENSG00000228838,14,114,8,31,33,60,22,57,94
ENSG00000283761,4,4,2,7,0,0,1,1,3
ENSG00000189433,2,0,0,0,0,0,1,0,2
ENSG00000230759,0,0,0,0,0,0,0,0,0
ENSG00000231866,0,2,0,0,0,0,0,0,0
ENSG00000179178,382,6,26,2,2,18,8,10,8
ENSG00000142700,26,16,0,32,104,6,14,29,38
ENSG00000285525,0,2,0,0,0,13,5,10,0
ENSG00000236098,0,0,2,8,2,0,2,0,0
ENSG00000233514,2,1,2,0,1,2,1,0,0
ENSG00000127124,198,821,264,341,522,390,394,856,865
ENSG00000266993,14,20,14,11,29,3,4,8,21
ENSG00000223675,4,0,0,10,0,0,0,0,0
ENSG00000162604,630,829,749,778,672,590,539,722,680
ENSG00000229316,0,0,0,0,0,0,0,0,0
ENSG00000116171,1418,1253,1146,1307,1153,924,868,1244,1222
ENSG00000287406,0,5,0,0,0,0,0,0,3
ENSG00000225767,0,2,0,0,0,0,0,0,0
ENSG00000234099,0,0,0,0,0,0,0,4,0
ENSG00000137936,813,474,317,637,557,403,323,463,307
ENSG00000235308,0,2,0,0,6,2,0,0,2
ENSG00000232752,0,0,0,0,0,0,0,0,0
ENSG00000235829,0,0,0,0,0,0,0,0,0
ENSG00000143032,72,992,61,274,192,611,963,2068,3525
ENSG00000226745,0,0,0,0,0,0,0,0,0
ENSG00000178028,1588,1945,1288,1798,1433,1394,1946,1778,1925
ENSG00000280040,0,4,0,0,0,0,0,0,0
ENSG00000168710,5015,4314,3085,3532,3705,3019,1995,2999,3450
ENSG00000117519,9429,9545,9208,11272,8177,7744,4741,7200,8093
ENSG00000270507,0,0,0,0,0,0,0,0,0
ENSG00000238037,0,0,0,0,0,0,0,0,0
ENSG00000215869,0,0,0,0,0,0,0,0,0
ENSG00000134215,375,669,142,538,313,358,295,759,877
ENSG00000227935,0,8,0,4,0,1,0,0,1
ENSG00000228502,28,29,26,26,18,43,38,18,21
ENSG00000236268,6,13,2,8,2,6,0,0,0
ENSG00000271277,0,0,0,0,0,0,0,0,0
ENSG00000236888,0,0,0,0,0,0,0,0,2
ENSG00000279778,0,0,0,1,0,0,0,0,0
ENSG00000230955,117,72,74,72,58,33,77,69,55
ENSG00000230828,0,0,0,0,0,0,0,0,0
ENSG00000188641,141,619,627,583,577,368,171,220,344
ENSG00000152078,180,278,209,412,345,144,93,229,370
ENSG00000237279,0,0,0,0,0,0,0,0,0
ENSG00000233359,0,0,0,0,0,0,0,0,0
ENSG00000237954,0,0,0,0,2,0,0,2,0
ENSG00000185668,98,273,78,156,114,111,363,623,807
ENSG00000171492,2202,1607,863,1260,961,1268,832,1674,1598
ENSG00000233129,0,0,0,0,0,0,0,0,0
ENSG00000170989,528,495,325,371,444,462,246,181,248
ENSG00000258634,620,825,347,425,469,585,515,772,862
ENSG00000233557,0,0,0,0,0,0,0,0,0
ENSG00000237897,0,1,0,0,0,0,0,0,1
ENSG00000116299,51,507,75,227,172,305,257,667,658
ENSG00000137962,2436,1435,1621,1254,1120,366,363,701,656
ENSG00000227832,0,0,0,0,0,0,0,0,0
ENSG00000286692,0,0,0,0,0,0,0,0,0
ENSG00000260464,2,172,28,55,58,67,56,108,208
ENSG00000237435,0,6,0,2,3,12,6,6,10
ENSG00000231996,0,0,0,0,0,0,0,0,0
ENSG00000273204,26,27,15,6,15,24,10,6,23
ENSG00000079739,2271,1853,3789,1696,2115,1660,1404,1564,1478
ENSG00000117154,75,327,82,307,269,298,1262,1058,837
ENSG00000162377,1228,1663,733,761,742,890,879,1836,1979
ENSG00000224613,0,4,0,1,6,2,0,4,2
ENSG00000215871,0,0,0,0,0,0,0,0,0
ENSG00000287372,0,0,0,0,0,0,0,0,0
ENSG00000232542,0,0,0,0,0,0,0,0,0
ENSG00000116774,5777,719,2751,773,1304,750,470,429,515
ENSG00000287756,0,4,0,0,1,0,0,0,1
ENSG00000284652,0,6,14,2,4,6,2,12,2
ENSG00000023909,364,304,357,325,293,232,134,276,234
ENSG00000069702,3227,930,809,328,1008,900,120,242,620
ENSG00000232185,0,0,0,0,0,0,0,0,0
ENSG00000230489,0,4,0,0,0,0,0,4,8
ENSG00000228399,0,0,0,0,0,0,0,0,0
ENSG00000236776,2,0,0,0,0,0,0,0,0
ENSG00000224685,0,0,0,0,0,0,0,0,0
ENSG00000287076,4,53,0,7,6,38,18,56,117
ENSG00000237480,1,0,0,0,0,0,0,0,0
ENSG00000271252,0,0,0,0,0,0,0,0,0
ENSG00000230427,0,0,0,0,2,0,0,0,0
ENSG00000235794,0,0,0,0,0,0,0,0,0
ENSG00000286758,0,0,0,0,0,0,0,0,0
ENSG00000237337,0,6,0,0,5,4,10,6,0
ENSG00000233983,0,0,0,0,0,0,0,0,0
ENSG00000198198,2223,2892,1810,2465,2422,1940,1418,1470,2203
ENSG00000225183,0,0,0,2,0,0,0,0,0
ENSG00000230402,0,2,0,0,0,3,5,0,0
ENSG00000116793,726,814,542,762,686,684,482,803,797
ENSG00000238122,0,0,0,0,0,0,0,0,0
ENSG00000260879,4,0,2,0,2,3,0,0,1
ENSG00000283354,0,0,0,0,0,0,0,0,0
ENSG00000232918,0,0,0,0,0,0,0,0,0
ENSG00000236360,34,19,15,25,11,20,13,35,36
ENSG00000183298,145,93,101,97,89,104,168,49,52
ENSG00000234332,3,3,1,3,1,2,5,2,5
ENSG00000117525,1459,861,1806,449,286,402,124,143,303
ENSG00000225079,0,0,0,0,0,2,0,0,0
ENSG00000226483,0,0,0,0,0,0,0,0,0
ENSG00000224238,2,6,0,2,0,2,0,0,0
ENSG00000229537,0,0,0,0,0,0,0,0,0
ENSG00000162699,0,8,0,0,0,0,0,0,0
ENSG00000162692,166,262,298,152,625,493,68,50,116
ENSG00000203914,1,0,0,0,0,0,0,0,0
ENSG00000270457,2,9,3,5,1,13,9,2,8
ENSG00000203858,0,1,0,0,0,0,0,0,0
ENSG00000231987,0,0,0,0,0,0,0,0,0
ENSG00000228057,5,5,3,2,4,2,2,4,5
ENSG00000261593,0,0,0,0,0,0,0,0,0
ENSG00000224445,0,0,0,0,4,0,0,0,0
ENSG00000229842,0,0,0,0,0,0,0,0,0
ENSG00000270631,0,0,0,1,0,0,0,0,0
ENSG00000229201,0,0,0,0,0,0,0,0,0
ENSG00000181656,0,52,2,6,4,19,44,58,113
ENSG00000122481,48,49,38,87,62,57,51,47,70
ENSG00000198162,1883,2666,1778,1228,1603,1416,504,1725,2363
ENSG00000238198,1,6,5,7,9,7,4,6,38
ENSG00000171517,78,34,21,40,109,69,19,18,23
ENSG00000228852,28,27,19,20,22,9,6,24,16
ENSG00000203864,0,0,0,0,0,0,0,0,0
ENSG00000233482,0,0,0,1,0,0,1,0,0
ENSG00000230250,0,0,0,0,0,0,0,0,0
ENSG00000232878,5,43,53,38,37,59,22,6,35
ENSG00000143079,1286,1859,1014,927,1285,860,638,1660,1681
ENSG00000232450,16,46,8,27,20,35,23,20,19
ENSG00000223575,0,0,0,0,0,0,0,0,0
ENSG00000230768,0,0,0,0,0,0,0,0,0
ENSG00000235202,0,0,0,0,0,0,0,0,0
ENSG00000272715,2,5,2,0,2,6,9,0,1
ENSG00000235038,2,8,0,2,0,0,6,0,0
ENSG00000143093,2518,4071,1730,2415,1785,2432,2187,3338,3694
ENSG00000226415,263,145,202,122,109,151,132,117,144
ENSG00000085491,20,10,14,7,12,14,4,16,13
ENSG00000173947,293,630,157,615,192,540,90,54,422
ENSG00000230434,0,0,0,0,0,0,0,0,0
ENSG00000230718,0,0,0,0,0,0,0,0,0
ENSG00000134198,74,475,115,473,394,385,145,581,543
ENSG00000235595,0,0,0,0,0,0,0,0,0
ENSG00000226053,1,2,0,2,2,14,0,0,2
ENSG00000226128,0,0,0,0,0,0,0,0,0
ENSG00000198799,1083,1193,677,559,830,747,394,732,961
ENSG00000279513,0,0,2,2,0,2,2,4,0
ENSG00000117620,308,369,229,266,285,160,120,310,379
ENSG00000280186,0,0,0,0,0,0,0,0,0
ENSG00000223906,0,0,0,0,0,0,0,0,0
ENSG00000162688,784,823,510,504,495,416,239,666,954
ENSG00000197106,124,3318,215,1136,825,1692,2596,5192,5610
ENSG00000259946,0,6,0,14,0,0,1,2,15
ENSG00000236137,18,25,29,27,33,12,8,8,9
ENSG00000203859,14,9,0,0,0,0,4,0,6
ENSG00000228086,30,26,17,3,14,20,5,0,12
ENSG00000213421,0,0,0,0,0,0,0,0,0
ENSG00000234020,4,0,3,16,3,3,0,0,12
ENSG00000236804,0,0,0,0,0,0,2,0,0
ENSG00000231072,0,0,0,0,0,0,0,0,0
ENSG00000273406,0,0,0,0,0,0,0,0,2
ENSG00000185946,251,468,232,400,352,290,102,299,415
ENSG00000162627,624,306,437,308,363,353,143,147,188
ENSG00000226715,16,25,12,42,11,14,21,25,30
ENSG00000162695,1085,664,1194,564,905,447,208,544,654
ENSG00000265808,2516,2076,2922,1992,2140,1774,767,1616,1481
ENSG00000261290,0,0,0,0,0,0,0,0,0
ENSG00000225923,0,0,0,0,0,0,0,0,0
ENSG00000134247,5760,6329,11149,5574,8934,3858,2144,4072,4079
ENSG00000187481,0,0,0,0,0,0,0,0,0
ENSG00000116752,1313,1153,802,739,600,703,702,1208,1127
ENSG00000162664,1301,1364,785,970,1144,875,506,973,1039
ENSG00000236866,0,0,0,0,0,0,0,0,0
ENSG00000134253,263,407,168,422,321,304,193,204,360
ENSG00000223416,1,0,1,0,0,1,1,0,0
ENSG00000179571,0,0,0,0,0,0,0,0,0
ENSG00000227850,4,8,0,0,0,1,1,0,3
ENSG00000235777,0,0,0,0,0,0,0,0,0
ENSG00000173218,767,937,1060,747,1299,694,301,553,718
ENSG00000285532,0,6,0,4,0,4,0,6,0
ENSG00000226755,0,0,0,2,0,0,2,0,0
ENSG00000232650,2,0,0,2,0,2,0,2,4
ENSG00000183508,169,78,149,91,65,50,40,24,64
ENSG00000277095,0,0,0,0,0,0,0,0,1
ENSG00000234283,1,4,0,7,0,2,0,5,2
ENSG00000232780,0,0,2,0,0,0,0,2,8
ENSG00000274927,0,0,0,0,0,0,0,0,0
ENSG00000264145,0,0,0,0,0,0,0,0,0
ENSG00000238256,0,0,0,0,0,0,0,0,0
ENSG00000198765,0,0,0,0,0,0,0,0,0
ENSG00000224335,0,0,0,0,0,0,0,0,0
ENSG00000277702,6,19,6,20,31,31,25,29,20
ENSG00000143398,2728,1778,2131,1516,1717,1267,952,1340,1475
ENSG00000196505,469,318,242,271,354,281,132,295,287
ENSG00000223489,0,2,0,0,0,0,0,0,0
ENSG00000230546,0,0,0,0,0,0,0,0,0
ENSG00000213262,0,0,0,0,0,0,0,0,0
ENSG00000287015,0,0,0,0,0,0,0,0,0
ENSG00000235526,6,5,2,4,0,2,8,1,2
ENSG00000228347,0,0,0,0,0,0,0,0,0
ENSG00000236012,0,0,0,0,0,0,0,0,0
ENSG00000270911,0,0,0,1,0,0,0,0,0
ENSG00000134200,2,2,0,4,2,6,0,2,6
ENSG00000065183,1637,1190,858,704,869,901,401,968,996
ENSG00000227082,4,11,6,4,4,8,4,15,24
ENSG00000226126,0,0,0,0,0,0,0,0,0
ENSG00000163393,234,276,177,201,247,180,111,347,353
ENSG00000163156,834,785,581,638,526,554,664,726,651
ENSG00000143631,2,2,2,2,6,0,0,0,0
ENSG00000156150,338,351,139,188,167,239,232,331,359
ENSG00000228453,2,0,0,0,0,0,0,0,0
ENSG00000274642,7,55,13,7,7,18,9,49,79
ENSG00000177551,10,100,6,8,8,24,5,11,24
ENSG00000197323,1984,2505,1087,965,1411,950,583,1455,2147
ENSG00000237975,2,0,0,8,4,0,0,0,0
ENSG00000261168,23,51,47,37,29,31,69,54,79
ENSG00000287980,0,0,0,0,0,0,0,0,0
ENSG00000229283,0,0,0,0,0,0,0,0,0
ENSG00000271419,0,0,0,0,0,0,0,0,0
ENSG00000226172,0,0,0,0,0,0,0,0,0
ENSG00000079335,140,159,95,115,175,116,64,48,118
ENSG00000143119,203,1,0,0,2,1,2,12,4
ENSG00000237278,54,175,54,30,84,48,8,66,148
ENSG00000233432,0,0,0,0,0,0,0,0,0
ENSG00000227700,1,0,0,0,0,0,0,0,0
ENSG00000229911,0,0,0,0,0,0,0,0,0
ENSG00000143520,0,0,0,0,0,0,0,0,0
ENSG00000171943,240,257,318,300,296,140,119,261,294
ENSG00000270719,0,0,0,0,0,0,0,0,0
ENSG00000155761,143,277,82,310,120,199,75,140,172
ENSG00000230806,2,0,0,1,2,0,0,0,2
ENSG00000116830,1254,335,287,258,414,247,159,186,190
ENSG00000234422,0,0,0,0,0,0,0,0,2
ENSG00000227056,0,0,0,0,0,0,0,0,0
ENSG00000227091,12,265,14,54,77,113,92,296,444
ENSG00000214204,0,0,0,0,0,0,0,0,0
ENSG00000081026,744,2089,698,887,990,846,534,1413,2513
ENSG00000225650,0,0,0,0,0,0,0,0,0
ENSG00000224965,2,6,0,0,0,8,2,0,0
ENSG00000228127,6,18,0,4,2,10,12,26,9
ENSG00000226984,0,0,0,0,0,0,0,0,0
ENSG00000186150,2,2,0,1,0,8,4,8,10
ENSG00000143458,228,214,240,207,188,153,103,114,148
ENSG00000230932,0,0,0,0,0,0,0,0,0
ENSG00000073754,0,0,0,2,4,0,0,0,0
ENSG00000228826,0,0,0,0,0,1,0,0,0
ENSG00000233907,0,0,0,0,0,0,0,0,0
ENSG00000225036,0,0,0,0,0,0,0,0,0
ENSG00000228420,0,0,0,0,0,0,0,0,0
ENSG00000233839,0,0,0,0,0,0,0,2,0
ENSG00000250890,0,0,0,0,0,0,0,0,0
ENSG00000232240,0,0,0,0,0,0,0,0,0
ENSG00000230921,0,0,0,0,0,0,0,0,0
ENSG00000286151,8,1,0,0,0,0,0,0,0
ENSG00000234388,0,0,0,0,0,0,0,0,0
ENSG00000271736,166,2,55,0,0,0,0,0,0
ENSG00000233717,0,0,0,0,0,0,0,0,0
ENSG00000163155,367,637,271,436,323,376,373,638,610
ENSG00000241975,4,8,2,4,3,2,5,0,2
ENSG00000271143,2,1,0,0,0,0,18,0,2
ENSG00000270976,0,0,0,0,0,0,0,0,0
ENSG00000228217,4,0,0,0,2,1,0,0,0
ENSG00000270342,0,0,0,0,0,0,0,0,0
ENSG00000143552,4,6,0,7,2,0,0,3,3
ENSG00000175984,96,111,99,81,92,78,32,53,67
ENSG00000231100,0,0,0,0,0,0,0,0,0
ENSG00000116824,0,2,0,0,0,0,0,2,0
ENSG00000235887,0,0,0,0,0,0,0,0,0
ENSG00000237460,0,0,0,0,0,0,0,0,0
ENSG00000236887,0,0,0,0,0,0,0,0,0
ENSG00000024526,471,106,161,92,172,68,26,22,36
ENSG00000236480,10,1,0,3,0,1,2,2,5
ENSG00000235756,0,0,0,0,0,0,0,0,0
ENSG00000173810,0,0,0,0,0,0,0,0,0
ENSG00000235005,0,0,0,0,0,0,0,0,0
ENSG00000271890,0,0,0,0,0,0,0,0,0
ENSG00000227425,0,0,0,0,0,0,0,0,0
ENSG00000225279,14,11,10,2,8,4,4,2,2
ENSG00000229101,0,0,0,0,0,2,0,0,1
ENSG00000239216,0,0,0,0,0,0,0,0,0
ENSG00000283360,0,0,0,4,0,0,0,1,0
ENSG00000117262,246,194,127,168,196,159,109,148,245
ENSG00000227907,0,2,0,0,0,0,0,0,2
ENSG00000227970,0,0,0,0,0,0,0,0,0
ENSG00000261055,0,0,0,0,4,0,0,0,0
ENSG00000231613,0,0,2,3,0,0,0,0,0
ENSG00000137947,681,728,520,555,495,516,444,553,578
ENSG00000236689,0,0,0,0,0,0,0,0,0
ENSG00000233589,51,17,20,15,25,16,9,2,2
ENSG00000117586,75,33,26,39,56,27,16,47,20
ENSG00000230946,2,0,0,0,0,0,0,0,0
ENSG00000226028,0,0,0,0,0,0,0,0,0
ENSG00000162728,14,605,32,124,221,238,389,574,672
ENSG00000229021,0,0,0,3,0,1,0,0,0
ENSG00000203825,0,0,0,0,0,0,0,0,0
ENSG00000184371,1255,1146,1513,1989,1483,892,900,1073,826
ENSG00000233449,0,0,0,0,0,0,0,0,0
ENSG00000242943,0,0,0,0,0,0,0,0,0
ENSG00000233203,2,4,0,5,2,1,1,0,1
ENSG00000232499,35,14,16,19,21,18,25,17,13
ENSG00000232265,37,2,18,0,5,2,4,8,10
ENSG00000163154,5,1,2,0,10,0,0,2,10
ENSG00000232995,8,13,1,11,10,7,4,9,9
ENSG00000238087,0,1,0,0,0,4,0,0,0
ENSG00000227777,4,0,0,0,0,0,0,0,0
ENSG00000177173,21,16,16,20,0,4,0,2,0
ENSG00000238022,0,0,1,2,2,0,0,0,4
ENSG00000231671,0,0,0,0,0,0,0,0,0
ENSG00000162729,1568,3199,2397,2869,2619,2327,5080,4865,4289
ENSG00000143158,1334,1057,850,917,775,747,806,1316,1282
ENSG00000271092,13,5,3,13,8,0,2,7,3
ENSG00000238118,0,0,0,0,0,0,0,0,0
ENSG00000276118,5,0,0,0,0,0,0,1,0
ENSG00000232148,0,0,0,0,0,0,0,0,0
ENSG00000278811,273,74,49,39,70,32,18,40,52
ENSG00000000460,517,267,158,241,233,174,120,171,171
ENSG00000188859,120,517,47,162,138,373,319,534,521
ENSG00000275075,0,0,0,0,0,0,0,3,0
ENSG00000135862,19662,11695,20714,8930,15788,7393,3215,5240,5511
ENSG00000232952,18,32,14,17,10,18,10,25,20
ENSG00000227722,0,0,0,0,0,0,0,0,0
ENSG00000285922,0,2,0,6,0,9,4,3,2
ENSG00000275801,0,0,0,0,0,0,0,0,0
ENSG00000143198,1826,2215,1278,1879,1512,1798,2754,3212,2271
ENSG00000143318,75,8,16,20,18,22,31,19,16
ENSG00000232188,0,0,0,0,0,0,0,0,0
ENSG00000232212,0,0,0,0,0,1,0,0,0
ENSG00000143621,8593,5632,4913,4588,3881,4980,4089,4810,4565
ENSG00000241042,0,0,0,0,0,0,0,1,0
ENSG00000143155,1344,1779,1246,1177,1283,1000,871,2345,1889
ENSG00000260322,0,0,0,0,0,0,0,0,0
ENSG00000223495,0,0,0,0,0,0,0,0,0
ENSG00000143156,641,617,377,701,429,409,494,1044,855
ENSG00000198771,64,6,29,4,20,2,2,0,0
ENSG00000225462,6,18,2,8,1,0,10,4,6
ENSG00000237756,0,0,0,0,0,0,0,0,0
ENSG00000116147,126,2239,125,272,351,1390,751,1556,1695
ENSG00000213064,1190,1087,1528,839,1285,565,398,669,771
ENSG00000203307,0,1,0,0,0,0,0,2,0
ENSG00000143179,1720,1334,962,915,809,892,1001,1438,1349
ENSG00000271187,0,0,0,0,0,0,0,0,0
ENSG00000274562,0,0,0,0,0,0,0,0,0
ENSG00000143315,624,698,521,564,614,508,373,568,665
ENSG00000231175,0,0,1,0,0,0,0,0,0
ENSG00000143185,2,0,0,0,0,0,0,0,0
ENSG00000272931,46,109,15,39,19,38,47,39,52
ENSG00000143190,1456,2760,653,1191,1013,1004,801,1326,2085
ENSG00000225475,0,0,0,0,0,0,0,0,0
ENSG00000230898,1,0,0,0,0,0,0,0,0
ENSG00000232223,0,4,0,0,0,0,0,0,0
ENSG00000224698,0,0,0,0,0,0,0,0,0
ENSG00000287697,18,12,15,9,8,24,2,6,11
ENSG00000075945,1628,5512,1960,2372,2325,3022,2988,6508,5370
ENSG00000235303,0,0,1,0,0,0,0,0,0
ENSG00000234810,6,6,0,4,2,2,0,2,0
ENSG00000224468,1,3,1,4,3,12,2,2,4
ENSG00000235628,0,0,0,0,0,0,0,0,0
ENSG00000232551,0,0,0,0,0,0,0,0,0
ENSG00000092607,82,355,1602,84,203,315,101,121,200
ENSG00000238270,0,0,0,0,0,0,0,0,0
ENSG00000285894,0,0,0,0,0,11,2,0,0
ENSG00000236025,0,0,0,0,0,0,0,0,0
ENSG00000230687,0,0,0,0,0,0,0,0,0
ENSG00000230704,0,0,0,0,0,0,0,0,0
ENSG00000283255,0,0,0,0,0,0,0,0,0
ENSG00000227741,427,727,652,607,661,649,955,819,666
ENSG00000237049,0,0,0,0,0,0,0,0,0
ENSG00000286754,0,8,1,0,8,4,0,0,4
ENSG00000232751,0,0,0,0,0,0,0,0,0
ENSG00000236364,369,245,171,133,147,191,151,221,219
ENSG00000117091,0,0,0,0,0,0,0,0,0
ENSG00000235378,0,1,0,0,0,0,0,0,0
ENSG00000143171,314,595,134,366,207,720,973,893,1379
ENSG00000275767,0,0,0,0,0,0,0,0,0
ENSG00000224718,0,0,0,0,0,0,0,0,0
ENSG00000047410,6181,4937,4181,3635,3593,3447,2059,3140,3787
ENSG00000231992,1,0,0,3,0,0,0,0,2
ENSG00000018625,399,4505,521,2086,2245,2118,2673,3154,2997
ENSG00000171806,183,90,121,122,52,70,56,105,92
ENSG00000287919,4,1,4,2,0,0,0,2,0
ENSG00000233882,0,0,0,0,0,0,0,0,0
ENSG00000198358,9,0,6,0,0,0,0,2,0
ENSG00000134216,0,2,0,0,0,0,0,0,0
ENSG00000230748,0,0,0,0,0,0,0,0,6
ENSG00000254154,4,0,3,3,23,9,2,7,0
ENSG00000162694,1214,1071,1190,888,1081,645,467,1023,881
ENSG00000238108,0,0,0,0,0,0,0,0,0
ENSG00000214262,83,83,89,30,120,47,10,9,58
ENSG00000215835,45,64,27,49,33,38,26,28,38
ENSG00000118197,439,347,248,325,225,286,208,336,402
ENSG00000135842,479,286,1533,313,806,233,119,166,134
ENSG00000229258,0,0,1,0,0,0,0,0,0
ENSG00000287472,0,0,0,0,0,0,0,0,0
ENSG00000241318,0,0,0,0,0,0,0,0,1
ENSG00000228238,4,0,0,2,0,2,0,16,1
ENSG00000232393,0,0,0,0,0,0,0,0,2
ENSG00000184155,0,0,0,0,0,0,0,0,0
ENSG00000058085,2472,300,144,183,223,202,58,249,115
ENSG00000260088,13,3,0,2,1,6,2,5,2
ENSG00000116815,122,188,266,190,237,103,58,155,116
ENSG00000232917,0,0,0,0,0,0,0,0,0
ENSG00000233057,0,0,6,4,9,0,0,0,0
ENSG00000237131,0,0,0,0,0,0,0,0,0
ENSG00000233946,0,0,0,0,0,0,0,0,0
ENSG00000143167,90,85,87,159,85,46,58,16,22
ENSG00000143184,4,0,0,0,2,0,0,0,0
ENSG00000260976,0,0,0,0,0,0,0,0,0
ENSG00000235215,2,0,0,0,0,0,0,0,0
ENSG00000224691,0,0,0,0,4,0,0,0,0
ENSG00000286572,1,0,0,0,0,0,0,0,2
ENSG00000235101,0,0,0,0,0,0,0,0,0
ENSG00000228215,4,0,0,0,6,0,0,0,0
ENSG00000177807,20,2,2,10,9,4,2,6,0
ENSG00000233626,0,0,0,2,0,2,8,3,6
ENSG00000233691,0,0,0,0,0,0,0,0,0
ENSG00000283518,0,0,0,0,4,0,12,0,0
ENSG00000271527,0,0,0,0,0,0,0,0,0
ENSG00000143228,453,82,143,112,68,78,42,27,50
ENSG00000235827,0,0,0,0,0,0,0,0,0
ENSG00000231615,0,0,2,0,0,0,0,0,0
ENSG00000231714,0,0,0,2,0,0,0,0,0
ENSG00000174514,27,172,34,53,54,124,94,139,205
ENSG00000143178,28,32,52,39,71,41,22,22,37
ENSG00000224837,95,58,66,37,50,49,34,53,48
ENSG00000116833,76,112,20,8,0,12,6,20,8
ENSG00000227740,10,24,0,2,2,0,9,8,6
ENSG00000260990,0,43,0,2,16,40,8,30,45
ENSG00000000457,490,474,227,308,286,264,207,294,392
ENSG00000143507,471,114,72,119,80,105,92,161,102
ENSG00000285638,0,20,0,2,6,10,0,2,2
ENSG00000284592,0,0,0,0,0,0,0,0,0
ENSG00000230987,0,0,0,0,0,0,0,0,0
ENSG00000232527,0,0,4,3,9,0,4,2,2
ENSG00000215833,0,0,0,0,0,0,0,0,0
ENSG00000228167,0,0,0,0,0,0,0,0,0
ENSG00000225325,0,0,0,0,0,0,0,0,0
ENSG00000223344,0,0,0,0,0,0,0,0,0
ENSG00000150732,0,0,0,0,0,0,0,0,0
ENSG00000157064,958,7786,1676,1883,1911,3414,3176,7195,7068
ENSG00000288139,0,0,0,0,0,0,0,0,0
ENSG00000215808,164,66,100,32,25,76,0,6,0
ENSG00000059588,1105,2011,784,2087,1534,1336,1011,1592,2202
ENSG00000237379,0,0,0,0,0,2,5,1,0
ENSG00000232959,124,236,111,81,89,106,77,315,239
ENSG00000122224,1,0,0,0,0,0,0,0,0
ENSG00000162782,0,2,0,0,0,2,0,0,0
ENSG00000238051,0,0,0,0,0,0,0,0,0
ENSG00000233196,0,2,0,4,0,2,7,4,3
ENSG00000229220,0,0,0,0,0,0,0,0,0
ENSG00000143653,921,1859,1012,1260,969,1217,1171,1926,1814
ENSG00000158711,437,590,815,466,580,416,114,289,444
ENSG00000227747,0,0,0,6,0,0,0,0,0
ENSG00000228081,0,0,0,0,0,0,0,0,0
ENSG00000228020,0,0,0,0,0,0,0,0,0
ENSG00000234975,0,1,0,0,0,0,0,1,0
ENSG00000162851,653,329,231,223,247,156,134,159,239
ENSG00000271427,0,6,0,3,0,4,0,2,3
ENSG00000143353,464,371,290,384,345,356,308,403,405
ENSG00000197965,6170,6711,9191,5612,6496,4151,3933,6783,6259
ENSG00000143493,725,585,350,380,345,415,351,528,479
ENSG00000230777,0,2,0,7,1,3,0,1,3
ENSG00000179397,14,16,18,21,34,8,6,12,17
ENSG00000224540,0,0,0,0,0,0,0,0,0
ENSG00000117592,10425,4171,5190,5052,3481,3823,2487,2460,2458
ENSG00000186197,42,20,23,11,20,22,18,24,11
ENSG00000229067,5,0,0,0,0,0,0,0,0
ENSG00000230231,0,0,0,0,0,0,0,0,0
ENSG00000227711,0,0,0,0,0,0,0,0,0
ENSG00000261182,0,0,0,0,0,0,0,0,0
ENSG00000228879,0,0,0,0,0,0,0,0,6
ENSG00000227925,1,0,0,0,0,0,1,0,0
ENSG00000162670,34,1023,20,145,112,539,533,760,1044
ENSG00000225712,0,0,0,0,0,0,0,0,0
ENSG00000162761,146,1100,49,1163,474,1071,205,125,621
ENSG00000143199,41,5,13,6,4,4,2,3,3
ENSG00000179930,20,4,4,0,2,4,2,4,12
ENSG00000007908,0,10,2,0,4,0,0,0,0
ENSG00000092978,462,486,341,267,383,281,121,322,314
ENSG00000143499,798,779,347,464,425,535,541,701,737
ENSG00000188404,32,36,33,12,28,18,8,10,6
ENSG00000227735,0,0,0,0,0,0,0,0,0
ENSG00000143196,11,0,12,2,0,4,0,0,0
ENSG00000228504,0,0,0,0,0,0,0,0,0
ENSG00000274702,2,2,0,0,0,0,0,0,0
ENSG00000226211,0,0,0,0,0,0,0,0,0
ENSG00000236942,0,0,0,0,0,1,2,0,0
ENSG00000287205,0,0,0,4,2,0,0,0,4
ENSG00000203697,8,4,5,4,0,0,12,2,22
ENSG00000116574,8,18,10,11,28,10,3,16,10
ENSG00000287929,120,1064,213,217,290,441,236,719,909
ENSG00000224896,0,0,0,0,0,0,0,0,0
ENSG00000226292,0,0,0,0,0,0,0,0,0
