Geneid,SK7A-1,SK7A-2,SK7A-3,SK8A-1,SK8A-2,SK8A-3,SK8A-4,SK8A-5,SK8A-6,Wi-1,Wi-2,Wi-3
ENSG00000176393,5370,6489,7368,4913,5037,5054,1287,1218,225,1047,1550,1652
ENSG00000176396,2073,2155,2419,2025,1901,1734,538,468,90,416,588,589
ENSG00000176399,686,1054,1273,448,456,396,100,86,13,41,275,87
ENSG00000176401,302,346,390,265,237,214,71,51,4,38,59,58
ENSG00000176402,4,4,6,0,3,0,0,1,0,0,1,0
ENSG00000176406,770,1006,1023,878,643,609,87,71,15,234,276,135
ENSG00000176407,5057,6771,8478,6496,6322,6019,1396,1187,231,962,1166,1119
ENSG00000176410,807,1050,1449,661,741,744,207,214,48,183,220,226
ENSG00000176422,773,712,911,550,698,653,164,163,30,147,150,150
ENSG00000176428,568,481,702,208,351,395,141,129,20,42,104,154
ENSG00000176435,0,0,4,0,0,0,0,0,0,0,0,0
ENSG00000176438,192,279,439,618,512,465,80,86,21,84,180,82
ENSG00000176444,4,4,4,5,0,11,3,2,0,0,0,0
ENSG00000176454,2339,2371,2259,1891,2017,1569,533,327,84,415,561,509
ENSG00000176463,1305,1568,1652,1527,1193,1322,273,296,65,91,88,193
ENSG00000176472,693,1167,1452,1205,1115,1142,515,481,98,684,901,454
ENSG00000176473,848,917,1249,714,911,859,260,283,51,131,110,161
ENSG00000176476,582,489,683,476,385,388,168,151,22,113,138,155
ENSG00000176485,734,1227,1580,1573,1466,1056,552,278,69,184,400,184
ENSG00000176490,901,773,1262,688,692,584,234,184,43,95,117,243
ENSG00000176495,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176510,0,2,0,0,1,0,2,0,0,0,0,0
ENSG00000176515,0,0,0,0,0,0,0,0,0,0,1,0
ENSG00000176531,557,961,997,460,513,466,194,147,27,183,319,171
ENSG00000176532,27,100,83,195,139,102,32,42,3,435,463,99
ENSG00000176533,840,867,1050,489,407,578,101,98,19,75,43,76
ENSG00000176540,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176542,2069,2696,3091,2148,1836,2038,163,168,27,162,171,197
ENSG00000176547,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176555,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176563,1511,1830,1932,1324,1517,1354,268,227,38,227,398,309
ENSG00000176566,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176567,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176571,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176584,0,0,0,2,0,0,0,0,0,0,0,0
ENSG00000176593,1189,1757,1325,966,863,858,196,117,42,180,98,204
ENSG00000176595,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176597,1855,1938,2459,1340,1730,1705,214,208,38,367,576,349
ENSG00000176601,4,7,6,5,3,2,0,6,0,0,0,4
ENSG00000176605,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176619,12105,14430,17052,14281,8945,9844,2681,2487,497,2234,1321,3288
ENSG00000176623,2270,2831,3085,2025,2081,2024,357,352,74,339,281,292
ENSG00000176624,6503,7452,9271,6270,6245,6465,1189,1090,276,1100,1043,1184
ENSG00000176635,0,0,0,0,1,0,0,0,0,1,1,0
ENSG00000176641,1537,1902,1936,1504,2090,2452,208,244,29,400,745,362
ENSG00000176654,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176658,1334,1708,2436,1870,1759,1675,408,371,77,1897,1817,863
ENSG00000176659,12,6,0,9,6,8,0,0,0,0,0,0
ENSG00000176678,727,1311,1439,1135,1038,833,238,195,45,36,62,105
ENSG00000176679,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176681,8,9,12,5,1,4,1,2,1,4,5,11
ENSG00000176692,2758,5280,6765,3712,4163,3540,1178,894,155,77,42,250
ENSG00000176695,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176697,3572,5625,6607,2520,3904,3598,762,879,137,487,506,621
ENSG00000176700,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176714,227,299,321,181,181,191,51,28,3,55,46,51
ENSG00000176715,1443,2124,1951,1473,1664,1351,380,325,54,239,266,324
ENSG00000176716,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176720,4084,6741,7768,6153,5432,5759,1797,1912,395,1491,1084,1267
ENSG00000176723,147,111,196,55,131,115,18,24,7,10,12,6
ENSG00000176728,0,0,0,0,0,0,2,2,0,0,0,0
ENSG00000176731,2661,3339,2897,2331,2138,1918,412,385,81,422,636,690
ENSG00000176732,18,10,20,3,10,14,0,3,0,7,15,5
ENSG00000176742,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176746,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176748,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176749,570,833,1047,769,673,617,154,129,31,129,121,119
ENSG00000176752,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176753,0,2,2,1,2,0,0,2,0,3,7,0
ENSG00000176754,0,2,0,0,0,0,0,0,0,0,0,1
ENSG00000176761,28,28,22,12,3,22,2,0,0,5,2,0
ENSG00000176769,61,0,5,0,0,0,2,0,0,0,0,0
ENSG00000176771,159,170,233,103,93,106,9,12,0,6,2,5
ENSG00000176774,0,0,0,0,2,0,0,0,0,0,4,0
ENSG00000176782,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176783,163,109,140,198,89,246,27,136,11,28,74,32
ENSG00000176787,0,0,2,0,0,0,0,0,0,0,0,0
ENSG00000176788,11618,16051,23204,19426,17798,14271,5182,3702,626,3136,3717,2991
ENSG00000176797,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176798,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176809,1066,839,1007,615,901,741,149,175,32,105,114,179
ENSG00000176812,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176826,12,11,24,6,6,15,6,6,0,2,0,1
ENSG00000176834,935,962,939,769,560,609,112,134,25,130,158,171
ENSG00000176840,2,0,0,10,0,0,2,0,0,0,0,0
ENSG00000176842,106,56,92,57,62,35,9,12,4,115,141,108
ENSG00000176845,529,531,997,507,528,508,272,168,42,143,178,146
ENSG00000176853,5328,7239,7480,5839,5721,5616,818,786,162,669,962,811
ENSG00000176855,2,1,0,1,0,0,0,0,0,0,0,0
ENSG00000176857,3,19,16,13,12,21,3,7,0,1,4,4
ENSG00000176868,11434,11774,14078,8800,9536,9607,1939,1776,328,1656,1810,2106
ENSG00000176871,5151,6547,8817,5311,6064,5481,1282,1065,233,966,949,926
ENSG00000176882,0,0,0,0,4,0,0,2,0,0,0,0
ENSG00000176884,13,26,13,11,9,10,8,1,0,6,8,14
ENSG00000176887,13940,17882,23497,9733,14448,12863,2104,1657,289,2139,2909,2259
ENSG00000176890,6210,6164,5733,6784,2889,4454,657,1065,206,332,375,787
ENSG00000176893,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176894,107,113,105,84,64,51,13,19,3,9,19,24
ENSG00000176895,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176896,127,115,151,90,121,154,22,18,0,14,6,6
ENSG00000176900,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176903,9055,10659,14656,8118,10673,9543,3147,2601,626,1232,1016,2293
ENSG00000176904,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176907,3612,5596,4798,2910,4252,6343,753,1149,206,1347,1721,972
ENSG00000176909,57,64,63,38,42,45,14,6,2,6,13,6
ENSG00000176912,1277,1100,1047,1310,589,925,149,186,42,66,110,177
ENSG00000176915,9531,18808,17366,14532,15997,14468,3624,3026,752,3109,3149,3507
ENSG00000176919,23,56,27,20,23,25,0,11,0,8,20,10
ENSG00000176920,83,59,100,24,50,33,0,8,2,8,11,5
ENSG00000176922,0,0,0,0,0,0,0,2,0,0,0,0
ENSG00000176923,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176925,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176927,167,196,201,279,134,137,47,15,7,27,35,42
ENSG00000176928,837,1792,1580,2636,1986,1009,250,134,26,565,426,209
ENSG00000176933,19,33,49,27,35,32,8,7,1,2,6,4
ENSG00000176945,3,3,0,1,0,1,0,0,0,1,0,1
ENSG00000176946,2305,2494,3586,2595,2520,2323,727,619,128,430,460,602
ENSG00000176951,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176953,3221,4068,3333,2940,2170,2170,472,424,100,432,531,642
ENSG00000176956,3,4,11,6,2,4,0,0,0,0,0,2
ENSG00000176970,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176971,119,46,10,42,17,32,2,4,0,8,0,12
ENSG00000176973,264,205,313,200,228,217,83,73,8,93,147,113
ENSG00000176974,68,161,18,30,13,43,12,6,6,0,21,39
ENSG00000176978,1095,905,1154,534,575,497,185,118,29,169,221,194
ENSG00000176979,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000176984,0,2,2,4,0,0,0,0,0,0,2,0
ENSG00000176986,10630,14946,16255,11967,11245,10594,2693,2419,543,2340,2130,2330
ENSG00000176988,2,0,4,4,0,0,0,0,0,1,1,0
ENSG00000176994,80,70,66,60,76,44,14,10,4,5,11,15
ENSG00000176998,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177000,1898,2211,2475,1576,1594,1395,406,346,61,309,327,374
ENSG00000177023,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177025,56,74,38,40,41,50,6,4,10,8,6,5
ENSG00000177030,2738,2877,4116,1970,2536,2299,820,636,125,418,475,526
ENSG00000177034,2860,3785,3660,2451,2239,2632,275,270,50,208,228,434
ENSG00000177042,1302,1560,1654,1147,1291,1080,289,274,51,149,186,212
ENSG00000177045,2483,2495,3434,1988,2186,2184,718,664,123,399,697,627
ENSG00000177047,0,0,0,0,0,0,2,0,0,0,0,0
ENSG00000177051,1163,1231,1509,1033,973,966,231,192,35,171,265,255
ENSG00000177054,1272,1752,1704,1209,1116,1143,202,174,37,264,453,381
ENSG00000177058,1534,2141,2177,1459,1156,1305,197,200,56,276,414,297
ENSG00000177076,261,381,351,499,314,402,45,65,10,33,105,36
ENSG00000177082,2963,3811,3402,2351,2168,2062,507,365,80,421,511,550
ENSG00000177084,4628,5247,4349,4526,1675,2357,453,552,85,533,345,943
ENSG00000177096,0,0,2,1,0,0,1,0,0,0,0,0
ENSG00000177098,138,87,64,52,32,35,8,10,2,2,6,4
ENSG00000177103,35,22,15,13,18,10,0,0,0,1,15,7
ENSG00000177105,1197,1407,1931,1510,1498,1491,471,312,72,323,526,321
ENSG00000177106,1481,1686,1985,3044,2443,1608,823,485,91,2542,5922,1371
ENSG00000177108,200,266,238,148,64,86,14,19,2,15,6,10
ENSG00000177112,32,26,26,27,7,16,0,1,0,0,6,5
ENSG00000177119,12301,20028,22234,18889,21001,21813,3632,3757,717,2651,1977,2430
ENSG00000177125,1706,2416,2947,1841,1769,1859,208,218,47,235,255,269
ENSG00000177133,133,90,208,32,132,62,30,35,4,6,2,21
ENSG00000177138,0,0,0,1,0,0,0,0,0,0,0,0
ENSG00000177143,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177144,66,59,80,47,33,39,5,9,2,4,5,15
ENSG00000177150,910,1525,1732,1121,1409,1268,225,183,58,128,113,132
ENSG00000177151,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177156,4972,6655,9084,6952,8115,6822,2533,2062,434,1303,1590,1540
ENSG00000177169,8474,12603,14884,9841,12541,10404,3264,2587,516,2199,2505,2540
ENSG00000177173,20,32,23,32,28,26,7,2,0,4,0,1
ENSG00000177174,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177181,104,492,522,74,317,565,67,106,8,2,8,18
ENSG00000177182,1869,1434,1870,854,1034,1363,118,164,24,87,246,244
ENSG00000177186,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177189,9989,10845,11993,14025,12444,12562,1973,1648,349,1173,613,1681
ENSG00000177191,217,188,285,199,323,310,69,68,23,76,121,38
ENSG00000177192,920,1324,1380,1408,1163,961,418,316,81,297,239,380
ENSG00000177197,8,6,13,7,16,7,4,0,0,1,0,3
ENSG00000177200,6648,10331,10945,7964,7942,7435,925,929,162,838,809,944
ENSG00000177201,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177202,9,10,12,8,2,0,0,0,0,4,2,2
ENSG00000177212,0,0,9,1,6,0,0,0,0,0,0,0
ENSG00000177225,3480,3855,4487,2892,3168,2621,780,600,153,607,710,832
ENSG00000177233,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177234,87,59,127,49,78,33,12,12,5,28,13,17
ENSG00000177238,4,7,3,2,2,0,2,0,0,0,0,0
ENSG00000177239,3829,5938,6559,4425,5261,4179,1681,1252,257,1189,1275,1134
ENSG00000177243,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177257,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177261,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177272,54,51,63,16,36,16,4,0,2,2,2,6
ENSG00000177275,2,3,6,0,0,0,0,0,0,0,0,0
ENSG00000177283,1022,1362,2431,1751,2021,1211,799,437,101,1067,796,695
ENSG00000177291,0,2,0,0,0,2,0,0,3,0,0,0
ENSG00000177294,0,0,0,4,2,0,0,0,0,0,0,0
ENSG00000177300,476,623,580,500,460,440,66,44,11,29,68,79
ENSG00000177301,156,160,195,117,69,82,6,15,2,4,2,4
ENSG00000177302,130,107,143,105,78,171,57,31,15,22,16,35
ENSG00000177303,3644,4234,4348,3060,3033,3267,884,935,196,473,440,721
ENSG00000177306,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177311,4040,6393,7574,6496,5681,5195,700,704,145,367,321,466
ENSG00000177324,0,1,0,0,0,0,0,0,0,0,0,0
ENSG00000177335,4,4,0,0,0,0,0,0,0,0,0,1
ENSG00000177337,463,587,535,285,328,446,78,118,12,53,54,100
ENSG00000177338,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177340,12,0,2,1,31,0,3,2,0,0,0,0
ENSG00000177350,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000177352,1160,1434,1964,1419,1293,1247,363,313,51,252,268,324
ENSG00000177354,2,0,0,2,0,0,0,0,0,0,0,0
ENSG00000177359,0,2,1,0,0,1,0,0,0,0,0,0
ENSG00000177363,14,17,12,12,2,1,2,0,0,1,2,4
ENSG00000177369,801,711,812,413,479,563,52,58,10,68,145,125
ENSG00000177370,4,11,7,3,1,8,0,0,0,2,2,2
ENSG00000177374,2420,2582,3188,2725,2434,2211,654,517,82,397,337,539
ENSG00000177380,660,604,668,296,373,340,124,119,33,129,122,149
ENSG00000177383,4926,4797,5692,3539,3543,3576,948,933,156,522,870,1146
ENSG00000177398,12,0,6,0,4,0,0,0,0,0,0,1
ENSG00000177400,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177406,31,16,39,24,32,22,4,2,0,9,7,12
ENSG00000177409,40,67,66,138,90,48,8,6,6,0,0,0
ENSG00000177410,1004,1260,1407,1118,1000,988,464,324,71,363,663,411
ENSG00000177414,4,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177418,0,2,2,0,1,0,0,0,0,0,0,0
ENSG00000177425,16235,27549,31058,21179,23973,22523,3283,3047,634,3032,3196,3092
ENSG00000177426,5570,6104,7280,3934,4917,5268,1151,1076,211,1187,1821,1468
ENSG00000177427,24,15,23,27,16,177,14,46,0,76,10,9
ENSG00000177432,460,532,736,366,458,434,131,72,26,52,20,68
ENSG00000177447,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177452,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177453,16,32,39,14,25,25,10,10,1,1,0,0
ENSG00000177455,4,0,8,3,2,0,0,0,0,2,0,0
ENSG00000177459,10503,7003,7076,1018,2578,6178,495,1432,205,321,251,1494
ENSG00000177462,4,11,3,21,12,4,2,0,0,0,0,0
ENSG00000177463,7004,9547,9062,5631,6080,6059,1084,844,226,985,1016,1267
ENSG00000177464,22,0,2,2,0,0,0,0,0,0,0,0
ENSG00000177465,4,0,0,0,1,0,1,0,0,0,0,0
ENSG00000177468,10,0,0,0,0,0,0,0,0,4,0,4
ENSG00000177469,25019,57008,68832,59832,56937,50778,15798,13170,2769,7677,5718,5726
ENSG00000177476,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177479,6470,8233,9132,6983,6515,6252,1233,1229,245,875,702,1242
ENSG00000177483,70,87,67,88,72,82,11,6,2,7,14,12
ENSG00000177485,3678,4035,4739,4122,4060,4300,548,534,104,479,402,856
ENSG00000177489,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177494,10,23,14,62,4,15,4,8,0,118,168,54
ENSG00000177504,3,4,2,0,0,0,0,0,0,0,0,0
ENSG00000177508,478,135,150,101,43,59,18,15,0,136,129,113
ENSG00000177511,14,21,20,37,4,6,0,8,0,0,2,4
ENSG00000177519,1428,1235,1513,1188,750,1381,274,376,57,80,175,158
ENSG00000177535,2,0,0,2,0,0,0,0,0,0,0,0
ENSG00000177542,1817,2055,2299,1632,1598,1347,473,396,112,437,489,584
ENSG00000177548,1395,1685,1995,1150,1243,1177,398,347,63,576,724,527
ENSG00000177551,26,8,18,26,6,2,4,0,0,2,0,14
ENSG00000177553,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177556,1131,1387,2050,1410,1611,1366,432,383,88,409,472,408
ENSG00000177558,2,0,2,0,0,0,0,0,0,0,0,0
ENSG00000177565,9838,9530,10078,6113,5752,6161,402,521,102,714,1188,1031
ENSG00000177570,608,956,1146,474,732,836,59,110,14,32,71,66
ENSG00000177575,6,0,0,8,2,0,0,0,0,0,5,0
ENSG00000177576,250,400,366,166,288,322,64,50,9,95,65,56
ENSG00000177586,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177590,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177595,1430,1892,1403,1525,1399,1131,405,330,58,485,1179,503
ENSG00000177596,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177599,222,274,172,96,94,75,19,13,10,12,13,17
ENSG00000177600,17937,15566,24446,16859,15842,15785,5159,4598,908,3246,5402,5313
ENSG00000177602,432,351,356,463,197,238,26,50,7,26,14,50
ENSG00000177606,5588,8126,12004,8147,8945,6678,2888,2063,453,2895,2597,2189
ENSG00000177613,2580,2761,3481,2559,2396,2337,437,522,94,348,358,487
ENSG00000177614,608,934,1443,1374,1737,1102,497,267,61,341,527,267
ENSG00000177627,4,22,6,2,9,4,2,0,0,13,12,18
ENSG00000177628,10,30,264,143,40,8,2,30,30,8,1,3
ENSG00000177640,244,281,392,302,241,306,56,45,9,25,23,33
ENSG00000177646,2543,3381,3711,2396,2592,2356,655,463,82,384,453,509
ENSG00000177663,1125,1611,1843,2160,2128,1825,577,438,75,356,327,267
ENSG00000177666,4355,4867,5561,3729,3759,3633,1341,1085,216,771,1234,1156
ENSG00000177669,26,22,17,12,7,33,1,2,1,1,2,6
ENSG00000177673,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177674,1516,1484,1940,1194,1356,1282,469,444,88,294,311,412
ENSG00000177675,2,2,0,10,4,6,0,0,0,2,2,0
ENSG00000177679,200,186,284,130,186,191,55,41,4,77,74,37
ENSG00000177683,2137,2522,2978,1605,2143,2040,270,241,79,135,206,258
ENSG00000177684,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177685,725,524,539,250,317,263,137,85,15,106,395,154
ENSG00000177688,24,18,8,11,16,8,4,0,0,0,4,0
ENSG00000177689,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177692,4,4,0,6,8,0,1,1,0,0,0,0
ENSG00000177693,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177694,286,437,567,329,390,483,32,42,4,38,151,46
ENSG00000177697,12454,15485,21103,13034,15033,13685,5847,4675,980,4900,6228,5414
ENSG00000177699,250,299,446,11,156,343,29,73,16,28,16,56
ENSG00000177700,5496,5968,8915,5687,6121,5420,2151,1738,367,1643,1929,1999
ENSG00000177706,56,33,37,40,40,44,9,11,6,20,35,22
ENSG00000177707,10443,9380,10186,4146,4371,7341,595,998,152,480,433,551
ENSG00000177710,0,2,2,0,0,0,0,0,0,0,0,0
ENSG00000177721,16,17,12,7,10,7,1,0,0,8,4,3
ENSG00000177725,4,27,9,7,12,2,2,0,0,1,0,0
ENSG00000177728,7731,9560,9523,6440,6722,7330,1950,2069,372,1298,1253,1544
ENSG00000177731,305,511,568,559,424,340,167,291,55,182,107,154
ENSG00000177732,8085,8612,11195,6706,6682,7028,2215,2036,370,1157,1293,1770
ENSG00000177733,18337,18121,24714,16131,14486,16122,4642,4725,830,4184,4704,6265
ENSG00000177736,1,2,2,1,0,1,0,0,0,0,0,0
ENSG00000177738,66,68,139,93,105,92,26,13,2,37,31,34
ENSG00000177752,102,104,160,86,88,101,13,24,6,15,4,11
ENSG00000177757,6,24,19,10,12,2,3,1,1,4,2,0
ENSG00000177770,0,2,9,1,4,3,1,0,0,0,0,0
ENSG00000177776,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177788,562,721,974,611,677,639,139,154,18,98,80,82
ENSG00000177791,37,37,36,37,21,16,3,6,0,313,549,193
ENSG00000177800,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177803,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177807,34,26,44,22,8,18,0,2,2,17,68,17
ENSG00000177822,3751,6537,7684,4266,4579,3983,907,769,156,448,246,550
ENSG00000177830,3364,3966,5995,3868,4082,3936,1287,1228,204,611,639,825
ENSG00000177839,270,283,395,151,264,212,52,39,16,23,27,24
ENSG00000177842,621,706,739,503,413,421,33,43,15,17,31,70
ENSG00000177853,3713,4755,4439,3283,3052,2814,340,353,86,344,463,599
ENSG00000177854,325,359,439,476,494,479,149,160,25,93,206,85
ENSG00000177855,11,19,15,21,13,5,2,3,0,0,4,6
ENSG00000177868,1361,1234,1538,1053,1118,1134,282,367,59,225,406,455
ENSG00000177873,233,222,252,207,236,209,31,21,6,21,11,29
ENSG00000177875,111,123,253,81,184,131,59,54,10,35,99,117
ENSG00000177879,2674,3555,3892,3889,3491,3070,615,526,122,664,1054,776
ENSG00000177885,7551,10558,13134,9384,9340,8841,2156,2103,375,1704,1391,1634
ENSG00000177888,2661,2724,3510,1475,2296,2594,218,192,53,124,250,242
ENSG00000177889,7397,8880,10028,8373,6494,6754,1254,1387,241,1403,1771,1616
ENSG00000177910,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177917,2809,3078,2726,2254,1911,2279,388,402,92,441,529,638
ENSG00000177932,1454,1369,1600,1074,1063,1256,153,157,32,103,59,86
ENSG00000177938,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177943,1341,2869,1597,1197,1560,1138,419,300,79,215,217,355
ENSG00000177946,650,706,969,513,613,657,146,123,22,102,169,113
ENSG00000177947,7,15,2,4,2,2,0,1,0,0,0,0
ENSG00000177951,3349,4554,5628,4071,4404,4114,1142,909,201,851,819,623
ENSG00000177954,17349,15053,21589,14143,15170,14954,4779,4422,850,3847,5384,6291
ENSG00000177963,7408,10649,11865,9403,8778,8507,2737,2368,438,2055,1891,2068
ENSG00000177971,1856,2338,2706,1918,1965,1792,555,482,86,425,553,489
ENSG00000177981,1167,1297,1621,1079,1217,1159,238,206,52,152,217,249
ENSG00000177984,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000177989,57,38,34,10,16,24,3,9,0,8,12,19
ENSG00000177990,340,427,381,447,194,196,29,20,4,11,29,51
ENSG00000177992,0,2,0,0,0,2,0,0,0,0,0,0
ENSG00000177993,3,8,9,10,4,4,2,0,0,0,0,2
ENSG00000177994,6,2,3,0,0,0,0,0,0,0,0,0
ENSG00000178015,16,0,5,10,6,4,0,0,2,2,18,6
ENSG00000178021,4,4,0,2,0,2,0,2,0,0,0,0
ENSG00000178026,1076,1287,1342,755,873,744,238,257,40,266,375,311
ENSG00000178028,2809,3904,3107,2454,2467,2214,685,570,124,615,601,780
ENSG00000178031,352,179,234,162,91,55,27,20,4,29,9,72
ENSG00000178033,224,462,217,403,249,227,52,53,13,13,42,22
ENSG00000178035,311,436,394,289,275,247,49,63,11,46,82,58
ENSG00000178038,253,874,617,1351,741,401,255,105,49,1240,2398,635
ENSG00000178053,1055,1223,1350,1053,948,823,200,140,38,126,155,268
ENSG00000178055,2,4,2,0,0,0,0,0,0,0,0,0
ENSG00000178057,2170,2327,3632,1599,2276,2236,822,748,144,473,773,672
ENSG00000178074,1395,1802,1827,1599,1238,1318,163,237,48,135,220,247
ENSG00000178075,85,135,122,193,46,69,11,12,2,6,21,6
ENSG00000178078,292,345,408,179,276,241,94,87,9,483,1182,349
ENSG00000178081,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000178082,296,382,537,287,372,339,70,70,11,69,64,86
ENSG00000178084,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000178093,106,101,142,99,93,70,32,13,6,7,23,25
ENSG00000178096,126,129,197,54,132,149,33,35,2,19,65,63
ENSG00000178104,3687,4755,5970,3168,4203,4144,747,656,100,679,606,626
ENSG00000178105,2012,2084,2741,1901,1688,1687,306,287,64,211,235,363
ENSG00000178107,0,0,0,2,0,0,0,0,0,0,0,1
ENSG00000178115,3,2,0,0,0,1,2,0,0,0,0,2
ENSG00000178125,25,21,10,15,19,5,6,2,0,0,2,4
ENSG00000178127,61,94,51,54,51,13,7,13,0,6,6,24
ENSG00000178130,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000178146,3,4,25,15,5,9,0,5,0,0,2,3
ENSG00000178149,4908,5173,5849,3410,4005,3880,1212,1113,194,998,1497,1474
ENSG00000178150,268,241,212,271,129,105,24,17,6,30,45,35
ENSG00000178162,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000178163,2448,2987,3498,3692,2374,2618,319,351,50,216,237,311
ENSG00000178171,4,2,6,0,6,0,2,2,2,0,2,0
ENSG00000178172,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000178175,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000178177,4478,4677,5085,3358,2825,3339,315,386,68,185,255,453
ENSG00000178184,2926,3198,3529,2704,2322,2312,549,471,103,475,726,708
ENSG00000178187,197,192,332,129,154,126,27,19,4,10,12,14
ENSG00000178188,3914,5123,4980,3526,3540,3264,1064,916,205,864,1030,1132
ENSG00000178199,23,12,13,6,14,4,0,0,0,0,0,0
ENSG00000178201,115,130,142,68,73,70,13,4,2,9,15,11
ENSG00000178202,4045,4025,5022,3972,3392,3916,487,525,157,762,696,804
ENSG00000178209,27883,50782,59357,45161,54557,40179,16674,10609,2342,9792,8856,6637
ENSG00000178217,18,33,8,7,6,23,2,4,0,7,5,2
ENSG00000178222,8,2,10,2,5,0,2,0,0,0,1,2
ENSG00000178226,20,16,30,14,23,12,0,6,4,1,18,4
ENSG00000178229,368,496,558,448,453,429,42,44,12,42,50,44
ENSG00000178233,233,82,144,39,71,55,25,19,1,29,10,36
ENSG00000178234,3013,3793,4085,3162,3033,2736,680,618,104,679,1032,830
ENSG00000178235,409,604,514,957,438,453,73,77,16,3,5,8
ENSG00000178243,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000178248,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000178252,16328,21469,20231,13523,13995,13219,4335,3709,797,3417,3374,3972
ENSG00000178257,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000178279,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000178287,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000178295,2184,2683,1939,1946,1058,1104,133,103,45,180,159,293
